Average Domestic Airline Itinerary Fares By Origin City for Q2 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
84,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,264.52,324.99," 81,114 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,273.66,336.23," 80,983 ",,,,,,,,,,,
86,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,219.07,269.15," 75,880 ",,,,,,,,,,,
87,GSP,Greenville-Spartanburg International,Greer,SC,291.95,358.70," 74,606 ",,,,,,,,,,,
88,PNS,Pensacola International,Pensacola,FL,282.33,346.89," 72,946 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,289.53,355.73," 67,750 ",,,,,,,,,,,
90,MYR,Myrtle Beach International,Myrtle Beach,SC,235.90,289.83," 67,308 ",,,,,,,,,,,
91,MSN,Dane County Regional-Truax Field,Madison,WI,300.45,369.14," 67,201 ",,,,,,,,,,,
92,LIH,Lihue Airport,Lihue,HI,182.71,224.48," 66,233 ",,,,,,,,,,,
93,FAT,Fresno Yosemite International,Fresno,CA,315.82,388.03," 65,689 ",,,,,,,,,,,
94,PWM,Portland International Jetport,Portland,ME,252.21,309.88," 65,280 ",,,,,,,,,,,
95,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,266.25,327.13," 63,818 ",,,,,,,,,,,
96,XNA,Northwest Arkansas National,Fayetteville,AR,294.09,361.33," 60,392 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,344.98,423.86," 56,214 ",,,,,,,,,,,
98,AVL,Asheville Regional,Asheville,NC,207.83,255.34," 52,773 ",,,,,,,,,,,
99,PSP,Palm Springs International,Palm Springs,CA,324.71,398.95," 52,513 ",,,,,,,,,,,
100,GSO,Piedmont Triad International,Greensboro/High Point,NC,312.87,384.41," 52,146 ",,,,,,,,,,,
