Average Domestic Airline Itinerary Fares By Origin City for Q4 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
261,VLD,Valdosta Regional,Valdosta,GA,449.48,544.81," 2,803 ",,,,,,,,,,,
262,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,103.61,125.58," 2,783 ",,,,,,,,,,,
263,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,371.62,450.44," 2,754 ",,,,,,,,,,,
264,ROW,Roswell Air Center,Roswell,NM,417.44,505.98," 2,702 ",,,,,,,,,,,
265,EAT,Pangborn Memorial,Wenatchee,WA,326.57,395.84," 2,587 ",,,,,,,,,,,
266,PGV,Pitt Greenville,Greenville,NC,234.73,284.51," 2,490 ",,,,,,,,,,,
267,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,346.65,420.18," 2,476 ",,,,,,,,,,,
268,GTR,Golden Triangle Regional,Columbus,MS,462.59,560.71," 2,412 ",,,,,,,,,,,
269,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,376.82,456.74," 2,405 ",,,,,,,,,,,
270,TXK,Texarkana Regional-Webb Field,Texarkana,AR,358.37,434.39," 2,325 ",,,,,,,,,,,
271,MQT,Marquette Sawyer Regional,Marquette,MI,361.52,438.20," 2,316 ",,,,,,,,,,,
272,OME,Nome Airport,Nome,AK,502.72,609.35," 2,311 ",,,,,,,,,,,
273,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,202.38,245.30," 2,195 ",,,,,,,,,,,
274,GGG,East Texas Regional,Longview,TX,340.15,412.30," 2,190 ",,,,,,,,,,,
275,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,328.94,398.71," 2,120 ",,,,,,,,,,,
276,OTZ,Ralph Wien Memorial,Kotzebue,AK,504.71,611.76," 2,107 ",,,,,,,,,,,
277,SWO,Stillwater Regional,Stillwater,OK,343.85,416.79," 2,029 ",,,,,,,,,,,
278,ALW,Walla Walla Regional,Walla Walla,WA,299.15,362.61," 1,977 ",,,,,,,,,,,
279,DHN,Dothan Regional,Dothan,AL,509.51,617.59," 1,974 ",,,,,,,,,,,
280,LSE,La Crosse Regional,La Crosse,WI,313.06,379.46," 1,939 ",,,,,,,,,,,
281,SCC,Deadhorse Airport,Deadhorse,AK,528.59,640.70," 1,933 ",,,,,,,,,,,
282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,448.74,543.91," 1,914 ",,,,,,,,,,,
283,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,341.72,414.20," 1,907 ",,,,,,,,,,,
284,BQK,Brunswick Golden Isles,Brunswick,GA,418.03,506.70," 1,856 ",,,,,,,,,,,
285,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,433.92,525.96," 1,848 ",,,,,,,,,,,
286,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,348.68,422.64," 1,769 ",,,,,,,,,,,
287,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,440.55,533.99," 1,741 ",,,,,,,,,,,
288,BJI,Bemidji Regional,Bemidji,MN,452.88,548.94," 1,737 ",,,,,,,,,,,
289,STC,St. Cloud Regional,St. Cloud,MN,163.14,197.75," 1,726 ",,,,,,,,,,,
290,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,374.48,453.91," 1,725 ",,,,,,,,,,,
291,ABY,Southwest Georgia Regional,Albany,GA,396.87,481.05," 1,697 ",,,,,,,,,,,
292,CIU,Chippewa County International,Sault Ste. Marie,MI,418.09,506.77," 1,670 ",,,,,,,,,,,
293,GCC,Northeast Wyoming Regional,Gillette,WY,452.17,548.07," 1,653 ",,,,,,,,,,,
294,COD,Yellowstone Regional,Cody,WY,411.37,498.62," 1,631 ",,,,,,,,,,,
295,GCK,Garden City Regional,Garden City,KS,322.44,390.83," 1,613 ",,,,,,,,,,,
296,FLO,Florence Regional,Florence,SC,281.71,341.46," 1,496 ",,,,,,,,,,,
297,SHR,Sheridan County,Sheridan,WY,491.89,596.23," 1,488 ",,,,,,,,,,,
298,ART,Watertown International,Watertown,NY,315.65,382.60," 1,484 ",,,,,,,,,,,
299,HOB,Lea County Regional,Hobbs,NM,305.83,370.69," 1,481 ",,,,,,,,,,,
300,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,432.50,524.24," 1,442 ",,,,,,,,,,,
301,RHI,Rhinelander/Oneida County,Rhinelander,WI,421.54,510.95," 1,431 ",,,,,,,,,,,
302,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,417.66,506.24," 1,430 ",,,,,,,,,,,
303,ABR,Aberdeen Regional,Aberdeen,SD,429.70,520.85," 1,417 ",,,,,,,,,,,
304,PIH,Pocatello Regional,Pocatello,ID,390.18,472.94," 1,386 ",,,,,,,,,,,
305,DLG,Dillingham Airport,Dillingham,AK,502.64,609.25," 1,385 ",,,,,,,,,,,
306,SPN,Francisco C. Ada Saipan International,Saipan,TT,1003.03,1215.78," 1,357 ",,,,,,,,,,,
307,PQI,Presque Isle International,Presque Isle/Houlton,ME,443.45,537.51," 1,349 ",,,,,,,,,,,
308,EAU,Chippewa Valley Regional,Eau Claire,WI,366.47,444.20," 1,210 ",,,,,,,,,,,
309,RKS,Southwest Wyoming Regional,Rock Springs,WY,447.38,542.27," 1,198 ",,,,,,,,,,,
310,IMT,Ford,Iron Mountain/Kingsfd,MI,382.11,463.15," 1,197 ",,,,,,,,,,,
311,RIW,Central Wyoming Regional,Riverton/Lander,WY,496.82,602.20," 1,179 ",,,,,,,,,,,
312,OGD,Ogden-Hinckley,Ogden,UT,102.48,124.22," 1,155 ",,,,,,,,,,,
313,CMX,Houghton County Memorial,Hancock/Houghton,MI,414.70,502.66," 1,092 ",,,,,,,,,,,
314,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,310.29,376.11," 1,055 ",,,,,,,,,,,
315,PSG,Petersburg James A Johnson,Petersburg,AK,412.74,500.29," 1,000 ",,,,,,,,,,,
316,BRD,Brainerd Lakes Regional,Brainerd,MN,425.48,515.72, 964 ,,,,,,,,,,,
317,LAR,Laramie Regional,Laramie,WY,393.95,477.50, 961 ,,,,,,,,,,,
318,AKN,King Salmon Airport,King Salmon,AK,464.11,562.55, 959 ,,,,,,,,,,,
319,ESC,Delta County,Escanaba,MI,418.20,506.90, 951 ,,,,,,,,,,,
320,HYA,Cape Cod Gateway,Hyannis,MA,287.88,348.93, 950 ,,,,,,,,,,,
321,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,404.77,490.62, 919 ,,,,,,,,,,,
322,BTM,Bert Mooney,Butte,MT,422.29,511.86, 907 ,,,,,,,,,,,
323,MEI,Key Field,Meridian,MS,435.45,527.82, 844 ,,,,,,,,,,,
324,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,292.75,354.84, 813 ,,,,,,,,,,,
325,CDV,Merle K Mudhole Smith,Cordova,AK,409.83,496.75, 811 ,,,,,,,,,,,
326,VCT,Victoria Regional,Victoria,TX,383.66,465.03, 783 ,,,,,,,,,,,
327,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,357.70,433.57, 780 ,,,,,,,,,,,
328,EKO,Elko Regional,Elko,NV,503.76,610.62, 773 ,,,,,,,,,,,
329,SLN,Salina Regional,Salina,KS,376.12,455.89, 764 ,,,,,,,,,,,
330,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,96.43,116.89, 739 ,,,,,,,,,,,
331,HYS,Hays Regional,Hays,KS,393.81,477.34, 735 ,,,,,,,,,,,
332,CDC,Cedar City Regional,Cedar City,UT,363.14,440.16, 732 ,,,,,,,,,,,
333,APN,Alpena County Regional,Alpena,MI,407.65,494.11, 707 ,,,,,,,,,,,
334,JLN,Joplin Regional,Joplin,MO,352.01,426.67, 681 ,,,,,,,,,,,
335,HIB,Range Regional,Hibbing,MN,430.19,521.44, 660 ,,,,,,,,,,,
336,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,423.40,513.21, 635 ,,,,,,,,,,,
337,WRG,Wrangell Airport,Wrangell,AK,494.14,598.95, 631 ,,,,,,,,,,,
338,EAR,Kearney Regional,Kearney,NE,445.76,540.31, 618 ,,,,,,,,,,,
339,DEC,Decatur Airport,Decatur,IL,342.83,415.55, 596 ,,,,,,,,,,,
340,INL,Falls International Einarson Field,International Falls,MN,418.15,506.84, 580 ,,,,,,,,,,,
341,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,422.16,511.70, 525 ,,,,,,,,,,,
342,PIR,Pierre Regional,Pierre,SD,464.54,563.08, 507 ,,,,,,,,,,,
343,ALO,Waterloo Regional,Waterloo,IA,276.63,335.31, 493 ,,,,,,,,,,,
344,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,406.99,493.31, 484 ,,,,,,,,,,,
345,JMS,Jamestown Regional,Jamestown,ND,439.05,532.18, 407 ,,,,,,,,,,,
346,DVL,Devils Lake Regional,Devils Lake,ND,445.90,540.48, 390 ,,,,,,,,,,,
347,DBQ,Dubuque Regional,Dubuque,IA,246.40,298.66, 388 ,,,,,,,,,,,
348,LBL,Liberal Mid-America Regional,Liberal,KS,402.00,487.27, 386 ,,,,,,,,,,,
349,DDC,Dodge City Regional,Dodge City,KS,429.17,520.20, 384 ,,,,,,,,,,,
350,PAH,Barkley Regional,Paducah,KY,440.49,533.92, 376 ,,,,,,,,,,,
351,YAK,Yakutat Airport,Yakutat,AK,554.48,672.08, 370 ,,,,,,,,,,,
352,SHD,Shenandoah Valley Regional,Staunton,VA,389.70,472.36, 349 ,,,,,,,,,,,
353,LNS,Lancaster Airport,Lancaster,PA,570.25,691.20, 320 ,,,,,,,,,,,
354,VEL,Vernal Regional,Vernal,UT,435.60,527.99, 303 ,,,,,,,,,,,
355,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,360.02,436.38, 295 ,,,,,,,,,,,
356,ATY,Watertown Regional,Watertown,SD,442.16,535.95, 281 ,,,,,,,,,,,
357,WYS,Yellowstone,West Yellowstone,MT,282.25,342.12, 259 ,,,,,,,,,,,
358,CVN,Clovis Regional,Clovis,NM,458.55,555.81, 247 ,,,,,,,,,,,
359,CNY,Canyonlands Regional,Moab,UT,337.00,408.48, 241 ,,,,,,,,,,,
360,LWB,Greenbrier Valley,Lewisburg,WV,384.91,466.55, 236 ,,,,,,,,,,,
361,LEB,Lebanon Municipal,Lebanon-Hanover,NH,337.00,408.48, 231 ,,,,,,,,,,,
362,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,328.29,397.92, 227 ,,,,,,,,,,,
363,BKW,Raleigh County Memorial,Beckley,WV,372.36,451.34, 206 ,,,,,,,,,,,
364,OGS,Ogdensburg International,Ogdensburg,NY,341.04,413.38, 204 ,,,,,,,,,,,
365,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,376.36,456.19, 201 ,,,,,,,,,,,
366,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,311.40,377.45, 193 ,,,,,,,,,,,
367,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,305.82,370.69, 177 ,,,,,,,,,,,
368,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,375.85,455.57, 174 ,,,,,,,,,,,
369,TEX,Telluride Regional,Telluride,CO,572.50,693.93, 162 ,,,,,,,,,,,
370,AUG,Augusta State,Augusta/Waterville,ME,372.00,450.90, 161 ,,,,,,,,,,,
371,CGI,Cape Girardeau Regional,Cape Girardeau,MO,431.02,522.44, 155 ,,,,,,,,,,,
372,RKD,Knox County Regional,Rockland,ME,293.25,355.45, 152 ,,,,,,,,,,,
373,IWD,Gogebic-Iron County,Ironwood,MI,286.78,347.60, 148 ,,,,,,,,,,,
374,MBL,Manistee County-Blacker,Manistee/Ludington,MI,577.00,699.38, 145 ,,,,,,,,,,,
375,PGA,Page Municipal,Page,AZ,310.33,376.16, 143 ,,,,,,,,,,,
376,IPL,Imperial County,El Centro,CA,266.92,323.53, 141 ,,,,,,,,,,,
377,DUJ,DuBois Regional,DuBois,PA,479.13,580.75, 140 ,,,,,,,,,,,
378,AOO,Altoona-Blair County,Altoona,PA,422.50,512.11, 134 ,,,,,,,,,,,
379,IRK,Kirksville Regional,Kirksville,MO,483.18,585.66, 133 ,,,,,,,,,,,
380,OWB,Owensboro Daviess County Regional,Owensboro,KY,131.40,159.27, 129 ,,,,,,,,,,,
381,TUP,Tupelo Regional,Tupelo,MS,333.58,404.34, 126 ,,,,,,,,,,,
382,RUT,Rutland - Southern Vermont Regional,Rutland,VT,303.33,367.67, 124 ,,,,,,,,,,,
383,MKG,Muskegon County,Muskegon,MI,359.12,435.29, 107 ,,,,,,,,,,,
384,BKG,Branson Airport,Branson,MO,89.48,108.46, 105 ,,,,,,,,,,,
384,UIN,Quincy Regional-Baldwin Field,Quincy,IL,317.94,385.38, 105 ,,,,,,,,,,,
386,CEZ,Cortez Municipal,Cortez,CO,358.65,434.72, 98 ,,,,,,,,,,,
387,TVF,Thief River Falls Regional,Thief River Falls,MN,432.00,523.63, 96 ,,,,,,,,,,,
388,PVC,Provincetown Municipal,Provincetown,MA,632.33,766.45, 94 ,,,,,,,,,,,
389,AIA,Alliance Municipal,Alliance,NE,442.33,536.15, 92 ,,,,,,,,,,,
390,MSL,Northwest Alabama Regional,Muscle Shoals,AL,260.45,315.70, 91 ,,,,,,,,,,,
391,PUB,Pueblo Memorial,Pueblo,CO,361.79,438.52, 86 ,,,,,,,,,,,
391,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,595.00,721.20, 86 ,,,,,,,,,,,
393,MCK,McCook Ben Nelson Regional,McCook,NE,508.00,615.75, 67 ,,,,,,,,,,,
393,SDY,Sidney Richland Regional,Sidney,MT,357.22,432.99, 67 ,,,,,,,,,,,
395,BFD,Bradford Regional,Bradford,PA,579.50,702.41, 62 ,,,,,,,,,,,
395,SOW,Show Low Regional,Show Low,AZ,404.25,489.99, 62 ,,,,,,,,,,,
397,GLH,Greenville Mid Delta,Greenville,MS,321.60,389.81, 61 ,,,,,,,,,,,
398,VQS,Antonio Rivera Rodriguez,Vieques,PR,795.00,963.62, 59 ,,,,,,,,,,,
399,ADK,Adak,Adak Island,AK,895.29,1085.18, 57 ,,,,,,,,,,,
399,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,277.75,336.66, 57 ,,,,,,,,,,,
401,MSS,Massena International-Richards Field,Massena,NY,401.83,487.06, 52 ,,,,,,,,,,,
402,MKK,Molokai,Hoolehua,HI,224.57,272.20, 39 ,,,,,,,,,,,
402,HOT,Memorial Field,Hot Springs,AR,290.50,352.12, 39 ,,,,,,,,,,,
402,IPT,Williamsport Regional,Williamsport,PA,251.75,305.15, 39 ,,,,,,,,,,,
405,HRO,Boone County,Harrison,AR,239.00,289.69, 30 ,,,,,,,,,,,
406,CDR,Chadron Municipal,Chadron,NE,370.83,449.49, 29 ,,,,,,,,,,,
406,GDV,Dawson Community,Glendive,MT,245.33,297.37, 29 ,,,,,,,,,,,
408,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,373.50,452.72, 24 ,,,,,,,,,,,
409,OLF,L. M. Clayton,Wolf Point,MT,309.00,374.54, 19 ,,,,,,,,,,,
410,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,351.14,425.62, 17 ,,,,,,,,,,,
411,LNY,Lanai Airport,Lanai,HI,283.40,343.51, 16 ,,,,,,,,,,,
412,HVR,Havre City-County,Havre,MT,604.00,732.11, 14 ,,,,,,,,,,,
413,CDB,Cold Bay Airport,Cold Bay,AK,735.00,890.90, 5 ,,,,,,,,,,,
414,DRT,Del Rio International,Del Rio,TX,275.89,334.41, -   ,,,,,,,,,,,
414,MKT,Mankato Regional,Mankato,MN,264.00,320.00, -   ,,,,,,,,,,,
414,CEC,Jack McNamara Field,Crescent City,CA,307.00,372.12, -   ,,,,,,,,,,,
414,CNM,Cavern City Air Terminal,Carlsbad,NM,418.25,506.96, -   ,,,,,,,,,,,
414,MCE,Merced Yosemite Regional,Merced,CA,287.33,348.28, -   ,,,,,,,,,,,
National Average,,,,,260.67,,,,,,,,,,,,,
"Source:  Bureau of Transportation Statistics, Airline Origin & Destination Survey (10% Sample), DB1B_Ticket where bulk fare equals zero, itinerary fare is greater than or equal to fifty dollars ($50) and itinerary yield is less than or equal to three dollars ($3).",,,,,,,,,,,,,,,,,,
"Itinerary Fare:  Average fares are based on domestic itinerary fares, round-trip or one-way for which no return is purchased. Fares are based on the total ticket value which consists of the price charged by the airlines plus any additional taxes and fees levied by an outside entity at the time of purchase. Fares include only the price paid at the time of the ticket purchase and do not include other fees, such as baggage fees, paid at the airport or onboard the aircraft. Averages do not include frequent-flyer or 'zero fares' or a few abnormally high reported fares.  Airports* ranked by U.S. originating domestic passengers in 2024.",,,,,,,,,,,,,,,,,,
