Average Domestic Airline Itinerary Fares By Origin City for Q4 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
43,MSY,Louis Armstrong New Orleans International,New Orleans,LA,231.06,280.07," 2,68,725 ",,,,,,,,,,,
44,SJU,Luis Munoz Marin International,San Juan,PR,176.23,213.61," 2,62,979 ",,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,299.82,363.41," 2,61,417 ",,,,,,,,,,,
46,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,236.86,287.10," 2,54,552 ",,,,,,,,,,,
47,SNA,John Wayne Airport-Orange County,Santa Ana,CA,292.09,354.05," 2,54,126 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,266.00,322.42," 2,44,751 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,240.53,291.55," 2,29,047 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,234.06,283.70," 2,15,751 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,265.89,322.28," 2,10,677 ",,,,,,,,,,,
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,258.03,312.75," 2,07,211 ",,,,,,,,,,,
53,ONT,Ontario International,Ontario,CA,277.56,336.43," 1,98,746 ",,,,,,,,,,,
54,JAX,Jacksonville International,Jacksonville,FL,282.40,342.30," 1,90,561 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,243.05,294.60," 1,83,243 ",,,,,,,,,,,
56,MKE,General Mitchell International,Milwaukee,WI,279.13,338.33," 1,79,994 ",,,,,,,,,,,
57,BUF,Buffalo Niagara International,Buffalo,NY,247.67,300.20," 1,46,872 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,282.65,342.60," 1,45,166 ",,,,,,,,,,,
59,CHS,Charleston AFB/International,Charleston,SC,281.46,341.16," 1,44,183 ",,,,,,,,,,,
60,OMA,Eppley Airfield,Omaha,NE,282.01,341.83," 1,43,403 ",,,,,,,,,,,
61,BOI,Boise Air Terminal,Boise,ID,270.96,328.44," 1,35,151 ",,,,,,,,,,,
62,ORF,Norfolk International,Norfolk,VA,314.27,380.93," 1,35,070 ",,,,,,,,,,,
63,MEM,Memphis International,Memphis,TN,269.57,326.75," 1,33,439 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,269.43,326.58," 1,33,295 ",,,,,,,,,,,
65,PVD,Rhode Island Tf Green International,Providence,RI,238.28,288.81," 1,23,931 ",,,,,,,,,,,
66,GRR,Gerald R. Ford International,Grand Rapids,MI,272.42,330.20," 1,22,792 ",,,,,,,,,,,
67,SDF,Louisville Muhammad Ali International,Louisville,KY,268.48,325.42," 1,22,639 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,288.12,349.23," 1,21,164 ",,,,,,,,,,,
69,ELP,El Paso International,El Paso,TX,288.18,349.31," 1,20,309 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,443.88,538.03," 1,13,291 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,284.24,344.53," 1,12,587 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,269.50,326.66," 1,12,368 ",,,,,,,,,,,
73,RNO,Reno/Tahoe International,Reno,NV,274.42,332.63," 1,09,805 ",,,,,,,,,,,
74,LGB,Long Beach Airport,Long Beach,CA,209.86,254.37," 1,02,848 ",,,,,,,,,,,
75,TUS,Tucson International,Tucson,AZ,302.35,366.48," 1,02,184 ",,,,,,,,,,,
76,SYR,Syracuse Hancock International,Syracuse,NY,285.04,345.50," 94,536 ",,,,,,,,,,,
77,DSM,Des Moines International,Des Moines,IA,263.76,319.71," 91,115 ",,,,,,,,,,,
78,ALB,Albany International,Albany,NY,269.20,326.30," 88,845 ",,,,,,,,,,,
79,TUL,Tulsa International,Tulsa,OK,281.76,341.52," 88,037 ",,,,,,,,,,,
80,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,308.28,373.66," 87,795 ",,,,,,,,,,,
81,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,246.45,298.72," 86,365 ",,,,,,,,,,,
82,HPN,Westchester County,White Plains,NY,230.32,279.17," 85,416 ",,,,,,,,,,,
83,SAV,Savannah/Hilton Head International,Savannah,GA,316.74,383.92," 85,268 ",,,,,,,,,,,
84,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,265.37,321.65," 81,114 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,297.47,360.56," 80,983 ",,,,,,,,,,,
86,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,259.28,314.27," 75,880 ",,,,,,,,,,,
87,GSP,Greenville-Spartanburg International,Greer,SC,304.85,369.51," 74,606 ",,,,,,,,,,,
88,PNS,Pensacola International,Pensacola,FL,289.52,350.93," 72,946 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,302.91,367.16," 67,750 ",,,,,,,,,,,
90,MYR,Myrtle Beach International,Myrtle Beach,SC,250.61,303.76," 67,308 ",,,,,,,,,,,
91,MSN,Dane County Regional-Truax Field,Madison,WI,325.38,394.39," 67,201 ",,,,,,,,,,,
92,LIH,Lihue Airport,Lihue,HI,262.95,318.72," 66,233 ",,,,,,,,,,,
93,FAT,Fresno Yosemite International,Fresno,CA,323.34,391.92," 65,689 ",,,,,,,,,,,
94,PWM,Portland International Jetport,Portland,ME,284.23,344.52," 65,280 ",,,,,,,,,,,
95,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,285.91,346.56," 63,818 ",,,,,,,,,,,
96,XNA,Northwest Arkansas National,Fayetteville,AR,337.09,408.58," 60,392 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,325.10,394.05," 56,214 ",,,,,,,,,,,
98,AVL,Asheville Regional,Asheville,NC,232.94,282.35," 52,773 ",,,,,,,,,,,
99,PSP,Palm Springs International,Palm Springs,CA,294.31,356.74," 52,513 ",,,,,,,,,,,
100,GSO,Piedmont Triad International,Greensboro/High Point,NC,308.70,374.18," 52,146 ",,,,,,,,,,,
101,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,282.70,342.66," 50,450 ",,,,,,,,,,,
102,PIE,St Pete Clearwater International,St. Petersburg,FL,109.53,132.77," 48,668 ",,,,,,,,,,,
103,SFB,Orlando Sanford International,Sanford,FL,103.67,125.66," 48,131 ",,,,,,,,,,,
104,EUG,Mahlon Sweet Field,Eugene,OR,287.97,349.05," 48,046 ",,,,,,,,,,,
105,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,263.83,319.79," 46,040 ",,,,,,,,,,,
106,HVN,Tweed New Haven,New Haven,CT,303.00,367.27," 45,855 ",,,,,,,,,,,
107,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,372.92,452.02," 44,464 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,305.62,370.44," 42,667 ",,,,,,,,,,,
109,ISP,Long Island MacArthur,Islip,NY,193.09,234.04," 42,627 ",,,,,,,,,,,
110,LEX,Blue Grass,Lexington,KY,299.83,363.42," 42,439 ",,,,,,,,,,,
111,MAF,Midland International Air and Space Port,Midland/Odessa,TX,303.18,367.48," 41,759 ",,,,,,,,,,,
112,FSD,Joe Foss Field,Sioux Falls,SD,295.32,357.96," 40,697 ",,,,,,,,,,,
113,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,122.40,148.36," 40,330 ",,,,,,,,,,,
114,MFE,McAllen International,Mission/McAllen/Edinburg,TX,300.44,364.16," 39,274 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,297.88,361.06," 38,296 ",,,,,,,,,,,
116,ILM,Wilmington International,Wilmington,NC,341.77,414.26," 38,008 ",,,,,,,,,,,
117,ITO,Hilo International,Hilo,HI,151.64,183.81," 37,948 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,301.96,366.01," 37,755 ",,,,,,,,,,,
119,PGD,Punta Gorda Airport,Punta Gorda,FL,113.22,137.23," 37,063 ",,,,,,,,,,,
120,MHT,Manchester Boston Regional,Manchester,NH,296.39,359.26," 37,031 ",,,,,,,,,,,
121,BTV,Burlington International,Burlington,VT,327.31,396.74," 36,575 ",,,,,,,,,,,
122,SBA,Santa Barbara Municipal,Santa Barbara,CA,375.71,455.40," 36,080 ",,,,,,,,,,,
123,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,384.17,465.66," 35,868 ",,,,,,,,,,,
124,ATW,Appleton International,Appleton,WI,272.45,330.24," 35,369 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,337.68,409.30," 35,315 ",,,,,,,,,,,
126,DAY,James M Cox/Dayton International,Dayton,OH,304.32,368.87," 35,189 ",,,,,,,,,,,
127,ECP,Northwest Florida Beaches International,Panama City,FL,281.73,341.49," 33,188 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,302.20,366.30," 33,127 ",,,,,,,,,,,
129,FAR,Hector International,Fargo,ND,313.36,379.83," 32,694 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,326.11,395.28," 31,471 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,288.50,349.70," 30,395 ",,,,,,,,,,,
132,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,230.59,279.50," 29,795 ",,,,,,,,,,,
133,HRL,Valley International,Harlingen/San Benito,TX,239.66,290.50," 29,191 ",,,,,,,,,,,
134,ACY,Atlantic City International,Atlantic City,NJ,100.66,122.02," 28,530 ",,,,,,,,,,,
135,MFR,Rogue Valley International - Medford,Medford,OR,299.76,363.34," 28,387 ",,,,,,,,,,,
136,SBN,South Bend International,South Bend,IN,258.91,313.83," 27,926 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,337.81,409.46," 27,906 ",,,,,,,,,,,
138,FAI,Fairbanks International,Fairbanks,AK,491.40,595.63," 27,618 ",,,,,,,,,,,
139,PVU,Provo Municipal,Provo,UT,117.88,142.89," 27,400 ",,,,,,,,,,,
140,FWA,Fort Wayne International,Fort Wayne,IN,273.02,330.92," 26,685 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,359.11,435.28," 25,686 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,318.22,385.72," 25,558 ",,,,,,,,,,,
143,CAK,Akron-Canton Regional,Akron,OH,278.21,337.21," 25,340 ",,,,,,,,,,,
144,BIL,Billings Logan International,Billings,MT,317.58,384.94," 25,278 ",,,,,,,,,,,
145,STT,Cyril E King,Charlotte Amalie,VI,295.12,357.71," 23,386 ",,,,,,,,,,,
146,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,333.86,404.67," 22,788 ",,,,,,,,,,,
147,PIA,General Downing - Peoria International,Peoria,IL,235.53,285.49," 22,607 ",,,,,,,,,,,
148,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,285.01,345.46," 21,711 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,287.97,349.05," 21,618 ",,,,,,,,,,,
150,FCA,Glacier Park International,Kalispell,MT,349.04,423.07," 21,498 ",,,,,,,,,,,
151,ROA,Roanoke Blacksburg Regional,Roanoke,VA,332.20,402.66," 21,008 ",,,,,,,,,,,
152,CHO,Charlottesville Albemarle,Charlottesville,VA,312.04,378.22," 20,466 ",,,,,,,,,,,
153,MLI,Quad Cities International,Moline,IL,266.85,323.45," 20,094 ",,,,,,,,,,,
154,RAP,Rapid City Regional,Rapid City,SD,321.49,389.68," 20,028 ",,,,,,,,,,,
155,SBP,San Luis County Regional,San Luis Obispo,CA,366.54,444.29," 19,797 ",,,,,,,,,,,
156,FNT,Bishop International,Flint,MI,210.28,254.88," 19,789 ",,,,,,,,,,,
157,CRP,Corpus Christi International,Corpus Christi,TX,322.88,391.36," 19,530 ",,,,,,,,,,,
158,PAE,Snohomish County,Everett,WA,285.26,345.76," 19,523 ",,,,,,,,,,,
159,SHV,Shreveport Regional,Shreveport,LA,363.93,441.12," 19,446 ",,,,,,,,,,,
160,TVC,Cherry Capital,Traverse City,MI,335.35,406.48," 19,320 ",,,,,,,,,,,
161,BGR,Bangor International,Bangor,ME,290.40,351.99," 19,034 ",,,,,,,,,,,
162,GRB,Green Bay Austin Straubel International,Green Bay,WI,354.62,429.84," 18,187 ",,,,,,,,,,,
163,BIS,Bismarck Municipal,Bismarck/Mandan,ND,301.49,365.44," 17,904 ",,,,,,,,,,,
164,BLI,Bellingham International,Bellingham,WA,217.67,263.83," 17,664 ",,,,,,,,,,,
165,AGS,Augusta Regional at Bush Field,Augusta,GA,340.04,412.16," 17,458 ",,,,,,,,,,,
166,IDA,Idaho Falls Regional,Idaho Falls,ID,357.63,433.49," 17,151 ",,,,,,,,,,,
167,DAB,Daytona Beach International,Daytona Beach,FL,325.36,394.37," 16,860 ",,,,,,,,,,,
168,JAC,Jackson Hole,Jackson,WY,422.00,511.51," 16,840 ",,,,,,,,,,,
169,TTN,Trenton Mercer,Trenton,NJ,111.55,135.22," 16,828 ",,,,,,,,,,,
170,GNV,Gainesville Regional,Gainesville,FL,341.19,413.56," 16,639 ",,,,,,,,,,,
171,EYW,Key West International,Key West,FL,319.98,387.85," 16,616 ",,,,,,,,,,,
172,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,324.84,393.74," 16,550 ",,,,,,,,,,,
173,MOB,Mobile Regional,Mobile,AL,353.56,428.56," 15,611 ",,,,,,,,,,,
174,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,368.50,446.66," 14,541 ",,,,,,,,,,,
175,MRY,Monterey Regional,Monterey,CA,335.91,407.15," 14,130 ",,,,,,,,,,,
176,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,326.66,395.95," 14,115 ",,,,,,,,,,,
177,JNU,Juneau International,Juneau,AK,403.13,488.64," 14,056 ",,,,,,,,,,,
178,GJT,Grand Junction Regional,Grand Junction,CO,341.09,413.43," 13,880 ",,,,,,,,,,,
179,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,353.73,428.76," 12,639 ",,,,,,,,,,,
180,MLB,Melbourne Orlando International,Melbourne,FL,313.54,380.05," 12,470 ",,,,,,,,,,,
181,BRO,Brownsville South Padre Island International,Brownsville,TX,307.49,372.71," 12,172 ",,,,,,,,,,,
182,BFL,Meadows Field,Bakersfield,CA,372.50,451.51," 11,994 ",,,,,,,,,,,
183,DRO,Durango La Plata County,Durango,CO,420.97,510.26," 11,912 ",,,,,,,,,,,
184,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,365.19,442.65," 11,747 ",,,,,,,,,,,
185,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,476.74,577.86," 11,153 ",,,,,,,,,,,
186,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,121.25,146.96," 11,114 ",,,,,,,,,,,
187,GTF,Great Falls International,Great Falls,MT,341.65,414.12," 10,663 ",,,,,,,,,,,
188,EVV,Evansville Regional,Evansville,IN,312.84,379.19," 10,601 ",,,,,,,,,,,
189,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,352.96,427.83," 10,527 ",,,,,,,,,,,
190,MOT,Minot International,Minot,ND,370.26,448.80," 10,415 ",,,,,,,,,,,
191,LCK,Rickenbacker International,Columbus,OH,117.94,142.96," 10,393 ",,,,,,,,,,,
192,MGM,Montgomery Regional,Montgomery,AL,374.43,453.85," 10,260 ",,,,,,,,,,,
193,MTJ,Montrose Regional,Montrose/Delta,CO,346.92,420.50," 10,218 ",,,,,,,,,,,
194,LRD,Laredo International,Laredo,TX,318.54,386.10," 9,858 ",,,,,,,,,,,
195,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,263.76,319.70," 9,540 ",,,,,,,,,,,
196,RFD,Chicago/Rockford International,Rockford,IL,132.06,160.07," 9,435 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,332.51,403.03," 8,986 ",,,,,,,,,,,
198,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,372.66,451.70," 8,903 ",,,,,,,,,,,
199,SGU,St George Regional,St. George,UT,330.86,401.04," 7,927 ",,,,,,,,,,,
200,EGE,Eagle County Regional,Eagle,CO,426.37,516.80," 7,923 ",,,,,,,,,,,
201,SAF,Santa Fe Municipal,Santa Fe,NM,339.06,410.97," 7,660 ",,,,,,,,,,,
202,SCE,University Park,State College,PA,340.76,413.03," 7,557 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,445.42,539.90," 7,528 ",,,,,,,,,,,
204,DLH,Duluth International,Duluth,MN,354.53,429.73," 7,375 ",,,,,,,,,,,
205,PBG,Plattsburgh International,Plattsburgh,NY,178.18,215.97," 6,860 ",,,,,,,,,,,
206,LAN,Capital Region International,Lansing,MI,309.45,375.09," 6,720 ",,,,,,,,,,,
207,HDN,Yampa Valley,Hayden,CO,315.93,382.94," 6,709 ",,,,,,,,,,,
208,XWA,Williston Basin International,Williston,ND,501.63,608.03," 6,630 ",,,,,,,,,,,
209,LNK,Lincoln Airport,Lincoln,NE,371.14,449.86," 6,629 ",,,,,,,,,,,
210,USA,Concord Padgett Regional,Concord,NC,101.10,122.55," 6,582 ",,,,,,,,,,,
211,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,102.77,124.56," 6,432 ",,,,,,,,,,,
212,MBS,MBS International,Saginaw/Bay City/Midland,MI,435.94,528.40," 6,283 ",,,,,,,,,,,
213,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,99.80,120.97," 6,189 ",,,,,,,,,,,
214,MLU,Monroe Regional,Monroe,LA,368.45,446.60," 6,137 ",,,,,,,,,,,
215,GRK,Robert Gray AAF,Killeen,TX,325.03,393.97," 5,882 ",,,,,,,,,,,
216,LBE,Arnold Palmer Regional,Latrobe,PA,83.71,101.46," 5,672 ",,,,,,,,,,,
217,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,337.10,408.60," 5,637 ",,,,,,,,,,,
218,HLN,Helena Regional,Helena,MT,405.50,491.51," 5,609 ",,,,,,,,,,,
219,ABI,Abilene Regional,Abilene,TX,372.80,451.87," 5,572 ",,,,,,,,,,,
220,ELM,Elmira/Corning Regional,Elmira/Corning,NY,281.90,341.69," 5,534 ",,,,,,,,,,,
221,CPR,Casper/Natrona County International,Casper,WY,437.72,530.56," 5,500 ",,,,,,,,,,,
222,BET,Bethel Airport,Bethel,AK,371.63,450.46," 5,442 ",,,,,,,,,,,
223,ACK,Nantucket Memorial,Nantucket,MA,322.41,390.80," 5,436 ",,,,,,,,,,,
224,LCH,Lake Charles Regional,Lake Charles,LA,423.19,512.95," 5,431 ",,,,,,,,,,,
225,GFK,Grand Forks International,Grand Forks,ND,379.63,460.15," 5,419 ",,,,,,,,,,,
226,KTN,Ketchikan International,Ketchikan,AK,445.92,540.50," 5,377 ",,,,,,,,,,,
227,CWA,Central Wisconsin,Mosinee,WI,364.31,441.58," 5,375 ",,,,,,,,,,,
227,COU,Columbia Regional,Columbia,MO,369.33,447.66," 5,375 ",,,,,,,,,,,
229,RDD,Redding Regional,Redding,CA,430.05,521.27," 5,149 ",,,,,,,,,,,
230,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,366.32,444.02," 5,024 ",,,,,,,,,,,
231,AEX,Alexandria International,Alexandria,LA,383.23,464.52," 5,014 ",,,,,,,,,,,
232,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,334.80,405.81," 4,980 ",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,403.41,488.98," 4,941 ",,,,,,,,,,,
234,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,473.83,574.33," 4,889 ",,,,,,,,,,,
235,CMI,University of Illinois/Willard,Champaign/Urbana,IL,354.07,429.17," 4,867 ",,,,,,,,,,,
236,RST,Rochester International,Rochester,MN,282.08,341.91," 4,832 ",,,,,,,,,,,
237,GUM,Guam International,Guam,TT,1413.75,1713.61," 4,466 ",,,,,,,,,,,
238,TOL,Eugene F Kranz Toledo Express,Toledo,OH,190.60,231.02," 4,355 ",,,,,,,,,,,
239,IAG,Niagara Falls International,Niagara Falls,NY,95.60,115.88," 4,190 ",,,,,,,,,,,
240,YUM,Yuma MCAS/Yuma International,Yuma,AZ,383.31,464.61," 4,071 ",,,,,,,,,,,
241,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,352.84,427.68," 3,955 ",,,,,,,,,,,
242,SCK,Stockton Metro,Stockton,CA,121.82,147.66," 3,948 ",,,,,,,,,,,
243,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,338.88,410.76," 3,911 ",,,,,,,,,,,
244,GRI,Central Nebraska Regional,Grand Island,NE,224.44,272.04," 3,849 ",,,,,,,,,,,
245,PSM,Portsmouth International at Pease,Portsmouth,NH,133.38,161.67," 3,847 ",,,,,,,,,,,
246,SIT,Sitka Rocky Gutierrez,Sitka,AK,463.17,561.41," 3,745 ",,,,,,,,,,,
247,CLL,Easterwood Field,College Station/Bryan,TX,318.46,386.01," 3,669 ",,,,,,,,,,,
248,PUW,Pullman Moscow Regional,Pullman,WA,319.76,387.58," 3,643 ",,,,,,,,,,,
249,HHH,Hilton Head Airport,Hilton Head,SC,328.65,398.36," 3,578 ",,,,,,,,,,,
250,FLG,Flagstaff Pulliam,Flagstaff,AZ,315.47,382.39," 3,507 ",,,,,,,,,,,
251,ADQ,Kodiak Airport,Kodiak,AK,483.22,585.72," 3,500 ",,,,,,,,,,,
252,SPI,Abraham Lincoln Capital,Springfield,IL,224.56,272.19," 3,455 ",,,,,,,,,,,
253,LWS,Lewiston Nez Perce County,Lewiston,ID,422.55,512.17," 3,448 ",,,,,,,,,,,
254,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,338.75,410.60," 3,343 ",,,,,,,,,,,
255,TYR,Tyler Pounds Regional,Tyler,TX,365.48,443.00," 3,286 ",,,,,,,,,,,
256,ACT,Waco Regional,Waco,TX,371.98,450.88," 3,244 ",,,,,,,,,,,
257,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,415.15,503.20," 3,230 ",,,,,,,,,,,
258,FSM,Fort Smith Regional,Fort Smith,AR,385.07,466.74," 3,187 ",,,,,,,,,,,
259,CSG,Columbus Airport,Columbus,GA,421.63,511.05," 3,020 ",,,,,,,,,,,
260,ERI,Erie International/Tom Ridge Field,Erie,PA,309.43,375.06," 2,916 ",,,,,,,,,,,
