Average Domestic Airline Itinerary Fares By Origin City for Q1 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
261,FSM,Fort Smith Regional,Fort Smith,AR,514.46,628.68," 3,187 ",,,,,,,,,,,
262,CSG,Columbus Airport,Columbus,GA,474.33,579.63," 3,020 ",,,,,,,,,,,
263,ERI,Erie International/Tom Ridge Field,Erie,PA,378.83,462.93," 2,916 ",,,,,,,,,,,
264,VLD,Valdosta Regional,Valdosta,GA,592.22,723.69," 2,803 ",,,,,,,,,,,
265,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,143.10,174.87," 2,783 ",,,,,,,,,,,
266,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,534.17,652.76," 2,754 ",,,,,,,,,,,
267,ROW,Roswell Air Center,Roswell,NM,461.26,563.67," 2,702 ",,,,,,,,,,,
268,EAT,Pangborn Memorial,Wenatchee,WA,377.02,460.71," 2,587 ",,,,,,,,,,,
269,PGV,Pitt Greenville,Greenville,NC,401.10,490.15," 2,490 ",,,,,,,,,,,
270,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,412.67,504.29," 2,476 ",,,,,,,,,,,
271,GTR,Golden Triangle Regional,Columbus,MS,567.98,694.07," 2,412 ",,,,,,,,,,,
272,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,467.28,571.02," 2,405 ",,,,,,,,,,,
273,TXK,Texarkana Regional-Webb Field,Texarkana,AR,539.74,659.56," 2,325 ",,,,,,,,,,,
274,MQT,Marquette Sawyer Regional,Marquette,MI,536.17,655.20," 2,316 ",,,,,,,,,,,
275,OME,Nome Airport,Nome,AK,518.02,633.02," 2,311 ",,,,,,,,,,,
276,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,253.94,310.32," 2,195 ",,,,,,,,,,,
277,GGG,East Texas Regional,Longview,TX,537.72,657.10," 2,190 ",,,,,,,,,,,
278,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,486.28,594.24," 2,120 ",,,,,,,,,,,
279,OTZ,Ralph Wien Memorial,Kotzebue,AK,459.07,560.99," 2,107 ",,,,,,,,,,,
280,SWO,Stillwater Regional,Stillwater,OK,442.36,540.56," 2,029 ",,,,,,,,,,,
281,ALW,Walla Walla Regional,Walla Walla,WA,344.80,421.35," 1,977 ",,,,,,,,,,,
282,DHN,Dothan Regional,Dothan,AL,562.00,686.77," 1,974 ",,,,,,,,,,,
283,PPG,Pago Pago International,Pago Pago,TT,1093.51,1336.28," 1,942 ",,,,,,,,,,,
284,LSE,La Crosse Regional,La Crosse,WI,479.16,585.54," 1,939 ",,,,,,,,,,,
285,SCC,Deadhorse Airport,Deadhorse,AK,419.82,513.02," 1,933 ",,,,,,,,,,,
286,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,482.67,589.82," 1,914 ",,,,,,,,,,,
287,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,433.59,529.85," 1,907 ",,,,,,,,,,,
288,BQK,Brunswick Golden Isles,Brunswick,GA,522.76,638.82," 1,856 ",,,,,,,,,,,
289,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,609.94,745.35," 1,848 ",,,,,,,,,,,
290,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,481.94,588.94," 1,769 ",,,,,,,,,,,
291,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,373.97,456.99," 1,741 ",,,,,,,,,,,
292,BJI,Bemidji Regional,Bemidji,MN,549.18,671.10," 1,737 ",,,,,,,,,,,
293,STC,St. Cloud Regional,St. Cloud,MN,246.32,301.00," 1,726 ",,,,,,,,,,,
294,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,483.94,591.38," 1,725 ",,,,,,,,,,,
295,ABY,Southwest Georgia Regional,Albany,GA,510.17,623.43," 1,697 ",,,,,,,,,,,
296,CIU,Chippewa County International,Sault Ste. Marie,MI,539.72,659.54," 1,670 ",,,,,,,,,,,
297,GCC,Northeast Wyoming Regional,Gillette,WY,547.23,668.72," 1,653 ",,,,,,,,,,,
298,COD,Yellowstone Regional,Cody,WY,510.66,624.03," 1,631 ",,,,,,,,,,,
299,GCK,Garden City Regional,Garden City,KS,444.23,542.85," 1,613 ",,,,,,,,,,,
300,FLO,Florence Regional,Florence,SC,444.14,542.74," 1,496 ",,,,,,,,,,,
301,SHR,Sheridan County,Sheridan,WY,560.34,684.74," 1,488 ",,,,,,,,,,,
302,ART,Watertown International,Watertown,NY,407.11,497.49," 1,484 ",,,,,,,,,,,
303,HOB,Lea County Regional,Hobbs,NM,473.92,579.13," 1,481 ",,,,,,,,,,,
304,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,522.57,638.58," 1,442 ",,,,,,,,,,,
305,RHI,Rhinelander/Oneida County,Rhinelander,WI,551.80,674.30," 1,431 ",,,,,,,,,,,
306,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,569.27,695.64," 1,430 ",,,,,,,,,,,
307,ABR,Aberdeen Regional,Aberdeen,SD,561.89,686.63," 1,417 ",,,,,,,,,,,
308,PIH,Pocatello Regional,Pocatello,ID,586.91,717.20," 1,386 ",,,,,,,,,,,
309,DLG,Dillingham Airport,Dillingham,AK,786.71,961.36," 1,385 ",,,,,,,,,,,
310,SPN,Francisco C. Ada Saipan International,Saipan,TT,383.13,468.18," 1,357 ",,,,,,,,,,,
311,PQI,Presque Isle International,Presque Isle/Houlton,ME,503.31,615.05," 1,349 ",,,,,,,,,,,
312,EAU,Chippewa Valley Regional,Eau Claire,WI,471.79,576.53," 1,210 ",,,,,,,,,,,
313,RKS,Southwest Wyoming Regional,Rock Springs,WY,516.46,631.12," 1,198 ",,,,,,,,,,,
314,IMT,Ford,Iron Mountain/Kingsfd,MI,464.47,567.59," 1,197 ",,,,,,,,,,,
315,RIW,Central Wyoming Regional,Riverton/Lander,WY,517.96,632.95," 1,179 ",,,,,,,,,,,
316,OGD,Ogden-Hinckley,Ogden,UT,103.72,126.75," 1,155 ",,,,,,,,,,,
317,CMX,Houghton County Memorial,Hancock/Houghton,MI,513.22,627.16," 1,092 ",,,,,,,,,,,
318,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,441.42,539.42," 1,055 ",,,,,,,,,,,
319,PSG,Petersburg James A Johnson,Petersburg,AK,405.03,494.95," 1,000 ",,,,,,,,,,,
320,BRD,Brainerd Lakes Regional,Brainerd,MN,598.43,731.29, 964 ,,,,,,,,,,,
321,LAR,Laramie Regional,Laramie,WY,499.60,610.52, 961 ,,,,,,,,,,,
322,AKN,King Salmon Airport,King Salmon,AK,846.25,1034.12, 959 ,,,,,,,,,,,
323,ESC,Delta County,Escanaba,MI,446.65,545.81, 951 ,,,,,,,,,,,
324,HYA,Cape Cod Gateway,Hyannis,MA,405.78,495.86, 950 ,,,,,,,,,,,
325,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,471.60,576.29, 919 ,,,,,,,,,,,
326,BTM,Bert Mooney,Butte,MT,549.95,672.04, 907 ,,,,,,,,,,,
327,MEI,Key Field,Meridian,MS,436.71,533.67, 844 ,,,,,,,,,,,
328,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,539.57,659.36, 813 ,,,,,,,,,,,
329,CDV,Merle K Mudhole Smith,Cordova,AK,379.23,463.42, 811 ,,,,,,,,,,,
330,VCT,Victoria Regional,Victoria,TX,334.94,409.30, 783 ,,,,,,,,,,,
331,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,418.09,510.91, 780 ,,,,,,,,,,,
332,EKO,Elko Regional,Elko,NV,610.07,745.51, 773 ,,,,,,,,,,,
333,SLN,Salina Regional,Salina,KS,443.22,541.62, 764 ,,,,,,,,,,,
334,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,112.89,137.95, 739 ,,,,,,,,,,,
335,HYS,Hays Regional,Hays,KS,508.10,620.90, 735 ,,,,,,,,,,,
336,CDC,Cedar City Regional,Cedar City,UT,409.20,500.05, 732 ,,,,,,,,,,,
337,APN,Alpena County Regional,Alpena,MI,469.97,574.31, 707 ,,,,,,,,,,,
338,JLN,Joplin Regional,Joplin,MO,428.09,523.13, 681 ,,,,,,,,,,,
339,HIB,Range Regional,Hibbing,MN,533.82,652.33, 660 ,,,,,,,,,,,
340,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,493.05,602.50, 635 ,,,,,,,,,,,
341,WRG,Wrangell Airport,Wrangell,AK,342.02,417.95, 631 ,,,,,,,,,,,
342,EAR,Kearney Regional,Kearney,NE,473.93,579.15, 618 ,,,,,,,,,,,
343,DEC,Decatur Airport,Decatur,IL,364.49,445.40, 596 ,,,,,,,,,,,
344,INL,Falls International Einarson Field,International Falls,MN,481.87,588.85, 580 ,,,,,,,,,,,
345,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,490.25,599.09, 525 ,,,,,,,,,,,
346,PIR,Pierre Regional,Pierre,SD,484.55,592.13, 507 ,,,,,,,,,,,
347,ALO,Waterloo Regional,Waterloo,IA,520.38,635.91, 493 ,,,,,,,,,,,
348,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,387.19,473.14, 484 ,,,,,,,,,,,
349,JMS,Jamestown Regional,Jamestown,ND,529.64,647.22, 407 ,,,,,,,,,,,
350,DVL,Devils Lake Regional,Devils Lake,ND,467.48,571.26, 390 ,,,,,,,,,,,
351,DBQ,Dubuque Regional,Dubuque,IA,494.98,604.86, 388 ,,,,,,,,,,,
352,LBL,Liberal Mid-America Regional,Liberal,KS,436.77,533.74, 386 ,,,,,,,,,,,
353,DDC,Dodge City Regional,Dodge City,KS,504.80,616.87, 384 ,,,,,,,,,,,
354,PAH,Barkley Regional,Paducah,KY,565.75,691.35, 376 ,,,,,,,,,,,
355,BFM,Mobile International,Mobile,AL,131.77,161.03, 371 ,,,,,,,,,,,
356,YAK,Yakutat Airport,Yakutat,AK,437.13,534.17, 370 ,,,,,,,,,,,
357,SHD,Shenandoah Valley Regional,Staunton,VA,474.26,579.55, 349 ,,,,,,,,,,,
358,LNS,Lancaster Airport,Lancaster,PA,257.00,314.05, 320 ,,,,,,,,,,,
359,VEL,Vernal Regional,Vernal,UT,499.03,609.82, 303 ,,,,,,,,,,,
360,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,478.28,584.46, 295 ,,,,,,,,,,,
361,ATY,Watertown Regional,Watertown,SD,420.26,513.56, 281 ,,,,,,,,,,,
362,CVN,Clovis Regional,Clovis,NM,346.89,423.90, 247 ,,,,,,,,,,,
363,CNY,Canyonlands Regional,Moab,UT,411.31,502.63, 241 ,,,,,,,,,,,
364,LWB,Greenbrier Valley,Lewisburg,WV,479.82,586.34, 236 ,,,,,,,,,,,
365,LEB,Lebanon Municipal,Lebanon-Hanover,NH,360.56,440.60, 231 ,,,,,,,,,,,
366,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,427.33,522.19, 227 ,,,,,,,,,,,
367,BKW,Raleigh County Memorial,Beckley,WV,590.33,721.39, 206 ,,,,,,,,,,,
368,OGS,Ogdensburg International,Ogdensburg,NY,260.49,318.32, 204 ,,,,,,,,,,,
369,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,373.31,456.18, 201 ,,,,,,,,,,,
370,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,551.83,674.34, 193 ,,,,,,,,,,,
371,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,388.93,475.27, 177 ,,,,,,,,,,,
372,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,450.00,549.90, 174 ,,,,,,,,,,,
373,TEX,Telluride Regional,Telluride,CO,684.77,836.79, 162 ,,,,,,,,,,,
374,AUG,Augusta State,Augusta/Waterville,ME,427.43,522.32, 161 ,,,,,,,,,,,
375,CGI,Cape Girardeau Regional,Cape Girardeau,MO,518.69,633.84, 155 ,,,,,,,,,,,
376,RKD,Knox County Regional,Rockland,ME,417.27,509.91, 152 ,,,,,,,,,,,
377,PGA,Page Municipal,Page,AZ,626.40,765.46, 143 ,,,,,,,,,,,
378,IPL,Imperial County,El Centro,CA,345.50,422.20, 141 ,,,,,,,,,,,
379,DUJ,DuBois Regional,DuBois,PA,487.00,595.12, 140 ,,,,,,,,,,,
380,AOO,Altoona-Blair County,Altoona,PA,301.75,368.74, 134 ,,,,,,,,,,,
381,IRK,Kirksville Regional,Kirksville,MO,485.43,593.20, 133 ,,,,,,,,,,,
382,OWB,Owensboro Daviess County Regional,Owensboro,KY,126.01,153.99, 129 ,,,,,,,,,,,
383,TUP,Tupelo Regional,Tupelo,MS,429.00,524.24, 126 ,,,,,,,,,,,
384,RUT,Rutland - Southern Vermont Regional,Rutland,VT,393.89,481.33, 124 ,,,,,,,,,,,
385,MKG,Muskegon County,Muskegon,MI,419.56,512.71, 107 ,,,,,,,,,,,
386,UIN,Quincy Regional-Baldwin Field,Quincy,IL,380.00,464.36, 105 ,,,,,,,,,,,
387,CEZ,Cortez Municipal,Cortez,CO,407.87,498.42, 98 ,,,,,,,,,,,
388,TVF,Thief River Falls Regional,Thief River Falls,MN,336.33,411.00, 96 ,,,,,,,,,,,
389,PVC,Provincetown Municipal,Provincetown,MA,396.77,484.85, 94 ,,,,,,,,,,,
390,AIA,Alliance Municipal,Alliance,NE,451.00,551.12, 92 ,,,,,,,,,,,
391,MSL,Northwest Alabama Regional,Muscle Shoals,AL,635.00,775.97, 91 ,,,,,,,,,,,
392,PUB,Pueblo Memorial,Pueblo,CO,439.03,536.49, 86 ,,,,,,,,,,,
392,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,402.92,492.37, 86 ,,,,,,,,,,,
394,MCK,McCook Ben Nelson Regional,McCook,NE,410.75,501.94, 67 ,,,,,,,,,,,
394,SDY,Sidney Richland Regional,Sidney,MT,512.50,626.28, 67 ,,,,,,,,,,,
396,HOM,Homer Airport,Homer,AK,593.77,725.59, 66 ,,,,,,,,,,,
397,DUT,Unalaska Airport,Unalaska,AK,1074.33,1312.84, 64 ,,,,,,,,,,,
398,BFD,Bradford Regional,Bradford,PA,479.33,585.75, 62 ,,,,,,,,,,,
398,SOW,Show Low Regional,Show Low,AZ,480.25,586.87, 62 ,,,,,,,,,,,
400,GLH,Greenville Mid Delta,Greenville,MS,278.67,340.53, 61 ,,,,,,,,,,,
401,VQS,Antonio Rivera Rodriguez,Vieques,PR,677.18,827.51, 59 ,,,,,,,,,,,
402,ADK,Adak,Adak Island,AK,1168.26,1427.62, 57 ,,,,,,,,,,,
402,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,471.67,576.38, 57 ,,,,,,,,,,,
404,MSS,Massena International-Richards Field,Massena,NY,274.67,335.64, 52 ,,,,,,,,,,,
405,MKK,Molokai,Hoolehua,HI,245.88,300.47, 39 ,,,,,,,,,,,
405,HOT,Memorial Field,Hot Springs,AR,392.00,479.03, 39 ,,,,,,,,,,,
405,IPT,Williamsport Regional,Williamsport,PA,375.83,459.27, 39 ,,,,,,,,,,,
408,HRO,Boone County,Harrison,AR,288.33,352.34, 30 ,,,,,,,,,,,
409,CDR,Chadron Municipal,Chadron,NE,305.12,372.85, 29 ,,,,,,,,,,,
409,GDV,Dawson Community,Glendive,MT,474.50,579.84, 29 ,,,,,,,,,,,
411,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,440.25,537.99, 24 ,,,,,,,,,,,
412,OLF,L. M. Clayton,Wolf Point,MT,893.00,1091.25, 19 ,,,,,,,,,,,
413,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,415.08,507.23, 17 ,,,,,,,,,,,
414,LNY,Lanai Airport,Lanai,HI,235.07,287.26, 16 ,,,,,,,,,,,
415,CPX,Benjamin Rivera Noriega,Culebra,PR,359.93,439.84, 15 ,,,,,,,,,,,
416,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,332.00,405.71, 12 ,,,,,,,,,,,
416,VDZ,Valdez Pioneer Field,Valdez,AK,666.38,814.32, 12 ,,,,,,,,,,,
418,JHM,Kapalua Airport,Kapalua,HI,285.98,349.47, 6 ,,,,,,,,,,,
419,CDB,Cold Bay Airport,Cold Bay,AK,1012.43,1237.19, 5 ,,,,,,,,,,,
420,MCN,Middle Georgia Regional,Macon,GA,426.00,520.57, 2 ,,,,,,,,,,,
421,SDP,Sand Point,Sandpoint,AK,729.00,890.84, 1 ,,,,,,,,,,,
422,MKT,Mankato Regional,Mankato,MN,254.76,311.32, -   ,,,,,,,,,,,
422,MCE,Merced Yosemite Regional,Merced,CA,453.80,554.55, -   ,,,,,,,,,,,
422,DRT,Del Rio International,Del Rio,TX,414.01,505.92, -   ,,,,,,,,,,,
422,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,288.63,352.71, -   ,,,,,,,,,,,
422,CEC,Jack McNamara Field,Crescent City,CA,369.00,450.92, -   ,,,,,,,,,,,
422,CNM,Cavern City Air Terminal,Carlsbad,NM,432.20,528.15, -   ,,,,,,,,,,,
422,ENA,Kenai Municipal,Kenai,AK,594.54,726.53, -   ,,,,,,,,,,,
422,OOK,Toksook Bay,Toksook,AK,561.00,685.54, -   ,,,,,,,,,,,
National Average,,,,,336,,,,,,,,,,,,,
"Source:  Bureau of Transportation Statistics, Airline Origin & Destination Survey (10% Sample), DB1B_Ticket where bulk fare equals zero, itinerary fare is greater than or equal to fifty dollars ($50) and itinerary yield is less than or equal to three dollars ($3).",,,,,,,,,,,,,,,,,,
"Itinerary Fare:  Average fares are based on domestic itinerary fares, round-trip or one-way for which no return is purchased. Fares are based on the total ticket value which consists of the price charged by the airlines plus any additional taxes and fees levied by an outside entity at the time of purchase. Fares include only the price paid at the time of the ticket purchase and do not include other fees, such as baggage fees, paid at the airport or onboard the aircraft. Averages do not include frequent-flyer or 'zero fares' or a few abnormally high reported fares.  Airports* ranked by U.S. originating domestic passengers in 2024.",,,,,,,,,,,,,,,,,,
