Average Domestic Airline Itinerary Fares By Origin City for Q4 2019 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
25,AUS,Austin - Bergstrom International,Austin,TX,345.10,423.48," 4,72,888 ",,,,,,,,,,,
26,CLT,Charlotte Douglas International,Charlotte,NC,396.25,486.25," 4,46,301 ",,,,,,,,,,,
27,PDX,Portland International,Portland,OR,348.23,427.33," 4,41,785 ",,,,,,,,,,,
28,BNA,Nashville International,Nashville,TN,332.34,407.82," 4,41,195 ",,,,,,,,,,,
29,SLC,Salt Lake City International,Salt Lake City,UT,375.19,460.41," 4,34,499 ",,,,,,,,,,,
30,RDU,Raleigh-Durham International,Raleigh/Durham,NC,330.31,405.33," 4,03,082 ",,,,,,,,,,,
31,SMF,Sacramento International,Sacramento,CA,337.44,414.08," 3,67,629 ",,,,,,,,,,,
32,HNL,Daniel K Inouye International,Honolulu,HI,340.27,417.56," 3,55,128 ",,,,,,,,,,,
33,MDW,Chicago Midway International,Chicago-Midway,IL,307.49,377.33," 3,49,329 ",,,,,,,,,,,
34,STL,St Louis Lambert International,St. Louis,MO,362.83,445.24," 3,17,689 ",,,,,,,,,,,
35,IAD,Washington Dulles International,Washington-Dulles,DC,465.52,571.25," 3,16,263 ",,,,,,,,,,,
36,SJC,Norman Y. Mineta San Jose International,San Jose,CA,304.39,373.52," 3,05,263 ",,,,,,,,,,,
37,MCI,Kansas City International,Kansas City,MO,371.99,456.48," 2,97,424 ",,,,,,,,,,,
38,DAL,Dallas Love Field,Dallas-Love Field,TX,323.04,396.41," 2,89,935 ",,,,,,,,,,,
39,IND,Indianapolis International,Indianapolis,IN,363.36,445.89," 2,89,135 ",,,,,,,,,,,
40,CLE,Cleveland-Hopkins International,Cleveland,OH,321.31,394.29," 2,75,340 ",,,,,,,,,,,
41,PIT,Pittsburgh International,Pittsburgh,PA,360.04,441.81," 2,73,272 ",,,,,,,,,,,
42,OAK,Metro Oakland International,Oakland,CA,309.48,379.77," 2,68,902 ",,,,,,,,,,,
43,MSY,Louis Armstrong New Orleans International,New Orleans,LA,290.51,356.50," 2,68,725 ",,,,,,,,,,,
44,SJU,Luis Munoz Marin International,San Juan,PR,268.84,329.91," 2,62,979 ",,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,364.01,446.68," 2,61,417 ",,,,,,,,,,,
46,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,335.96,412.27," 2,54,552 ",,,,,,,,,,,
47,SNA,John Wayne Airport-Orange County,Santa Ana,CA,401.61,492.82," 2,54,126 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,361.28,443.33," 2,44,751 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,336.73,413.21," 2,29,047 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,315.77,387.49," 2,15,751 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,385.81,473.44," 2,10,677 ",,,,,,,,,,,
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,334.75,410.78," 2,07,211 ",,,,,,,,,,,
53,ONT,Ontario International,Ontario,CA,332.79,408.38," 1,98,746 ",,,,,,,,,,,
54,JAX,Jacksonville International,Jacksonville,FL,344.97,423.33," 1,90,561 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,289.25,354.95," 1,83,243 ",,,,,,,,,,,
56,MKE,General Mitchell International,Milwaukee,WI,353.40,433.67," 1,79,994 ",,,,,,,,,,,
57,BUF,Buffalo Niagara International,Buffalo,NY,324.25,397.89," 1,46,872 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,392.52,481.67," 1,45,166 ",,,,,,,,,,,
59,CHS,Charleston AFB/International,Charleston,SC,354.46,434.97," 1,44,183 ",,,,,,,,,,,
60,OMA,Eppley Airfield,Omaha,NE,379.88,466.16," 1,43,403 ",,,,,,,,,,,
61,BOI,Boise Air Terminal,Boise,ID,353.90,434.28," 1,35,151 ",,,,,,,,,,,
62,ORF,Norfolk International,Norfolk,VA,409.06,501.97," 1,35,070 ",,,,,,,,,,,
63,MEM,Memphis International,Memphis,TN,380.63,467.09," 1,33,439 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,369.28,453.15," 1,33,295 ",,,,,,,,,,,
65,PVD,Rhode Island Tf Green International,Providence,RI,337.63,414.32," 1,23,931 ",,,,,,,,,,,
66,GRR,Gerald R. Ford International,Grand Rapids,MI,369.69,453.65," 1,22,792 ",,,,,,,,,,,
67,SDF,Louisville Muhammad Ali International,Louisville,KY,378.60,464.59," 1,22,639 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,391.17,480.02," 1,21,164 ",,,,,,,,,,,
69,ELP,El Paso International,El Paso,TX,372.71,457.36," 1,20,309 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,494.67,607.03," 1,13,291 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,352.55,432.63," 1,12,587 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,258.59,317.33," 1,12,368 ",,,,,,,,,,,
73,RNO,Reno/Tahoe International,Reno,NV,342.79,420.65," 1,09,805 ",,,,,,,,,,,
74,LGB,Long Beach Airport,Long Beach,CA,242.11,297.10," 1,02,848 ",,,,,,,,,,,
75,TUS,Tucson International,Tucson,AZ,390.91,479.69," 1,02,184 ",,,,,,,,,,,
76,SYR,Syracuse Hancock International,Syracuse,NY,364.47,447.25," 94,536 ",,,,,,,,,,,
77,DSM,Des Moines International,Des Moines,IA,392.80,482.02," 91,115 ",,,,,,,,,,,
78,ALB,Albany International,Albany,NY,392.43,481.56," 88,845 ",,,,,,,,,,,
79,TUL,Tulsa International,Tulsa,OK,407.63,500.21," 88,037 ",,,,,,,,,,,
80,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,444.45,545.40," 87,795 ",,,,,,,,,,,
81,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,339.31,416.38," 86,365 ",,,,,,,,,,,
82,HPN,Westchester County,White Plains,NY,425.00,521.53," 85,416 ",,,,,,,,,,,
83,SAV,Savannah/Hilton Head International,Savannah,GA,368.47,452.17," 85,268 ",,,,,,,,,,,
84,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,373.61,458.47," 81,114 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,404.56,496.45," 80,983 ",,,,,,,,,,,
86,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,258.78,317.56," 75,880 ",,,,,,,,,,,
87,GSP,Greenville-Spartanburg International,Greer,SC,395.88,485.79," 74,606 ",,,,,,,,,,,
88,PNS,Pensacola International,Pensacola,FL,422.97,519.04," 72,946 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,389.56,478.04," 67,750 ",,,,,,,,,,,
90,MYR,Myrtle Beach International,Myrtle Beach,SC,282.67,346.87," 67,308 ",,,,,,,,,,,
91,MSN,Dane County Regional-Truax Field,Madison,WI,457.35,561.23," 67,201 ",,,,,,,,,,,
92,LIH,Lihue Airport,Lihue,HI,256.47,314.72," 66,233 ",,,,,,,,,,,
93,FAT,Fresno Yosemite International,Fresno,CA,405.33,497.39," 65,689 ",,,,,,,,,,,
94,PWM,Portland International Jetport,Portland,ME,368.68,452.41," 65,280 ",,,,,,,,,,,
95,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,414.07,508.11," 63,818 ",,,,,,,,,,,
96,XNA,Northwest Arkansas National,Fayetteville,AR,469.38,575.99," 60,392 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,434.78,533.53," 56,214 ",,,,,,,,,,,
98,AVL,Asheville Regional,Asheville,NC,307.33,377.14," 52,773 ",,,,,,,,,,,
99,PSP,Palm Springs International,Palm Springs,CA,386.74,474.58," 52,513 ",,,,,,,,,,,
100,GSO,Piedmont Triad International,Greensboro/High Point,NC,414.56,508.72," 52,146 ",,,,,,,,,,,
101,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,396.01,485.96," 50,450 ",,,,,,,,,,,
102,PIE,St Pete Clearwater International,St. Petersburg,FL,134.69,165.28," 48,668 ",,,,,,,,,,,
103,SFB,Orlando Sanford International,Sanford,FL,131.14,160.93," 48,131 ",,,,,,,,,,,
104,EUG,Mahlon Sweet Field,Eugene,OR,384.91,472.33," 48,046 ",,,,,,,,,,,
105,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,413.73,507.70," 46,040 ",,,,,,,,,,,
106,HVN,Tweed New Haven,New Haven,CT,395.71,485.59," 45,855 ",,,,,,,,,,,
107,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,527.35,647.13," 44,464 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,407.86,500.50," 42,667 ",,,,,,,,,,,
109,ISP,Long Island MacArthur,Islip,NY,266.49,327.02," 42,627 ",,,,,,,,,,,
110,LEX,Blue Grass,Lexington,KY,418.46,513.50," 42,439 ",,,,,,,,,,,
111,MAF,Midland International Air and Space Port,Midland/Odessa,TX,468.75,575.21," 41,759 ",,,,,,,,,,,
112,FSD,Joe Foss Field,Sioux Falls,SD,419.68,515.01," 40,697 ",,,,,,,,,,,
113,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,152.35,186.95," 40,330 ",,,,,,,,,,,
114,MFE,McAllen International,Mission/McAllen/Edinburg,TX,414.01,508.05," 39,274 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,402.34,493.72," 38,296 ",,,,,,,,,,,
116,ILM,Wilmington International,Wilmington,NC,432.98,531.32," 38,008 ",,,,,,,,,,,
117,ITO,Hilo International,Hilo,HI,259.56,318.51," 37,948 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,421.25,516.92," 37,755 ",,,,,,,,,,,
119,PGD,Punta Gorda Airport,Punta Gorda,FL,151.17,185.51," 37,063 ",,,,,,,,,,,
120,MHT,Manchester Boston Regional,Manchester,NH,389.60,478.08," 37,031 ",,,,,,,,,,,
121,BTV,Burlington International,Burlington,VT,400.92,491.98," 36,575 ",,,,,,,,,,,
122,SBA,Santa Barbara Municipal,Santa Barbara,CA,444.86,545.90," 36,080 ",,,,,,,,,,,
123,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,492.46,604.31," 35,868 ",,,,,,,,,,,
124,ATW,Appleton International,Appleton,WI,433.97,532.54," 35,369 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,448.87,550.82," 35,315 ",,,,,,,,,,,
126,DAY,James M Cox/Dayton International,Dayton,OH,440.48,540.52," 35,189 ",,,,,,,,,,,
127,ECP,Northwest Florida Beaches International,Panama City,FL,401.73,492.98," 33,188 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,379.00,465.09," 33,127 ",,,,,,,,,,,
129,FAR,Hector International,Fargo,ND,439.21,538.96," 32,694 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,422.99,519.06," 31,471 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,417.60,512.45," 30,395 ",,,,,,,,,,,
132,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,347.88,426.89," 29,795 ",,,,,,,,,,,
133,HRL,Valley International,Harlingen/San Benito,TX,329.89,404.82," 29,191 ",,,,,,,,,,,
134,ACY,Atlantic City International,Atlantic City,NJ,146.56,179.85," 28,530 ",,,,,,,,,,,
135,MFR,Rogue Valley International - Medford,Medford,OR,372.40,456.99," 28,387 ",,,,,,,,,,,
136,SBN,South Bend International,South Bend,IN,397.79,488.14," 27,926 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,422.29,518.20," 27,906 ",,,,,,,,,,,
138,FAI,Fairbanks International,Fairbanks,AK,456.36,560.02," 27,618 ",,,,,,,,,,,
139,PVU,Provo Municipal,Provo,UT,120.64,148.04," 27,400 ",,,,,,,,,,,
140,FWA,Fort Wayne International,Fort Wayne,IN,402.31,493.69," 26,685 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,517.18,634.65," 25,686 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,420.19,515.63," 25,558 ",,,,,,,,,,,
143,CAK,Akron-Canton Regional,Akron,OH,361.31,443.37," 25,340 ",,,,,,,,,,,
144,BIL,Billings Logan International,Billings,MT,440.33,540.34," 25,278 ",,,,,,,,,,,
145,STT,Cyril E King,Charlotte Amalie,VI,346.69,425.43," 23,386 ",,,,,,,,,,,
146,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,460.24,564.78," 22,788 ",,,,,,,,,,,
147,PIA,General Downing - Peoria International,Peoria,IL,371.84,456.30," 22,607 ",,,,,,,,,,,
148,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,326.36,400.49," 21,711 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,419.00,514.17," 21,618 ",,,,,,,,,,,
150,FCA,Glacier Park International,Kalispell,MT,429.94,527.59," 21,498 ",,,,,,,,,,,
151,ROA,Roanoke Blacksburg Regional,Roanoke,VA,456.83,560.59," 21,008 ",,,,,,,,,,,
152,BQN,Rafael Hernandez,Aguadilla,PR,218.91,268.63," 20,736 ",,,,,,,,,,,
153,CHO,Charlottesville Albemarle,Charlottesville,VA,434.73,533.47," 20,466 ",,,,,,,,,,,
154,MLI,Quad Cities International,Moline,IL,387.84,475.93," 20,094 ",,,,,,,,,,,
155,RAP,Rapid City Regional,Rapid City,SD,442.31,542.77," 20,028 ",,,,,,,,,,,
156,SBP,San Luis County Regional,San Luis Obispo,CA,501.13,614.95," 19,797 ",,,,,,,,,,,
157,FNT,Bishop International,Flint,MI,345.86,424.41," 19,789 ",,,,,,,,,,,
158,CRP,Corpus Christi International,Corpus Christi,TX,463.84,569.19," 19,530 ",,,,,,,,,,,
159,PAE,Snohomish County,Everett,WA,296.88,364.31," 19,523 ",,,,,,,,,,,
160,SHV,Shreveport Regional,Shreveport,LA,494.36,606.65," 19,446 ",,,,,,,,,,,
161,TVC,Cherry Capital,Traverse City,MI,448.68,550.59," 19,320 ",,,,,,,,,,,
162,BGR,Bangor International,Bangor,ME,390.89,479.68," 19,034 ",,,,,,,,,,,
163,GRB,Green Bay Austin Straubel International,Green Bay,WI,495.37,607.88," 18,187 ",,,,,,,,,,,
164,BIS,Bismarck Municipal,Bismarck/Mandan,ND,437.69,537.11," 17,904 ",,,,,,,,,,,
165,BLI,Bellingham International,Bellingham,WA,264.26,324.28," 17,664 ",,,,,,,,,,,
166,AGS,Augusta Regional at Bush Field,Augusta,GA,444.65,545.64," 17,458 ",,,,,,,,,,,
167,IDA,Idaho Falls Regional,Idaho Falls,ID,521.73,640.23," 17,151 ",,,,,,,,,,,
168,DAB,Daytona Beach International,Daytona Beach,FL,421.23,516.90," 16,860 ",,,,,,,,,,,
169,JAC,Jackson Hole,Jackson,WY,569.86,699.30," 16,840 ",,,,,,,,,,,
170,TTN,Trenton Mercer,Trenton,NJ,132.47,162.56," 16,828 ",,,,,,,,,,,
171,GNV,Gainesville Regional,Gainesville,FL,453.87,556.96," 16,639 ",,,,,,,,,,,
172,EYW,Key West International,Key West,FL,410.18,503.34," 16,616 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,425.10,521.66," 16,550 ",,,,,,,,,,,
174,MOB,Mobile Regional,Mobile,AL,472.63,579.98," 15,611 ",,,,,,,,,,,
175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,476.86,585.17," 14,541 ",,,,,,,,,,,
176,MRY,Monterey Regional,Monterey,CA,423.11,519.20," 14,130 ",,,,,,,,,,,
177,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,429.11,526.57," 14,115 ",,,,,,,,,,,
178,JNU,Juneau International,Juneau,AK,435.11,533.94," 14,056 ",,,,,,,,,,,
179,GJT,Grand Junction Regional,Grand Junction,CO,455.33,558.75," 13,880 ",,,,,,,,,,,
180,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,487.06,597.68," 12,639 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,444.42,545.36," 12,470 ",,,,,,,,,,,
182,BRO,Brownsville South Padre Island International,Brownsville,TX,420.18,515.61," 12,172 ",,,,,,,,,,,
183,BFL,Meadows Field,Bakersfield,CA,521.61,640.08," 11,994 ",,,,,,,,,,,
184,DRO,Durango La Plata County,Durango,CO,548.68,673.31," 11,912 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,493.34,605.39," 11,747 ",,,,,,,,,,,
186,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,565.37,693.79," 11,153 ",,,,,,,,,,,
187,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,171.62,210.60," 11,114 ",,,,,,,,,,,
188,GTF,Great Falls International,Great Falls,MT,418.90,514.04," 10,663 ",,,,,,,,,,,
189,EVV,Evansville Regional,Evansville,IN,447.43,549.05," 10,601 ",,,,,,,,,,,
190,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,444.17,545.05," 10,527 ",,,,,,,,,,,
191,MOT,Minot International,Minot,ND,449.56,551.66," 10,415 ",,,,,,,,,,,
192,LCK,Rickenbacker International,Columbus,OH,159.28,195.46," 10,393 ",,,,,,,,,,,
193,MGM,Montgomery Regional,Montgomery,AL,533.35,654.49," 10,260 ",,,,,,,,,,,
194,MTJ,Montrose Regional,Montrose/Delta,CO,464.89,570.48," 10,218 ",,,,,,,,,,,
195,LRD,Laredo International,Laredo,TX,414.66,508.84," 9,858 ",,,,,,,,,,,
196,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,374.84,459.98," 9,540 ",,,,,,,,,,,
197,ORH,Worcester Regional,Worcester,MA,312.05,382.93," 9,491 ",,,,,,,,,,,
198,RFD,Chicago/Rockford International,Rockford,IL,201.13,246.81," 9,435 ",,,,,,,,,,,
199,STX,Henry E. Rohlsen,Christiansted,VI,473.77,581.37," 8,986 ",,,,,,,,,,,
200,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,421.03,516.65," 8,903 ",,,,,,,,,,,
201,PSE,Mercedita,Ponce,PR,251.80,308.99," 8,826 ",,,,,,,,,,,
202,SGU,St George Regional,St. George,UT,408.24,500.97," 7,927 ",,,,,,,,,,,
203,EGE,Eagle County Regional,Eagle,CO,506.15,621.11," 7,923 ",,,,,,,,,,,
204,SAF,Santa Fe Municipal,Santa Fe,NM,433.13,531.50," 7,660 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,458.19,562.26," 7,557 ",,,,,,,,,,,
206,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,518.49,636.26," 7,528 ",,,,,,,,,,,
207,DLH,Duluth International,Duluth,MN,446.93,548.44," 7,375 ",,,,,,,,,,,
208,PBG,Plattsburgh International,Plattsburgh,NY,228.88,280.87," 6,860 ",,,,,,,,,,,
209,LAN,Capital Region International,Lansing,MI,433.62,532.11," 6,720 ",,,,,,,,,,,
210,HDN,Yampa Valley,Hayden,CO,489.44,600.61," 6,709 ",,,,,,,,,,,
211,XWA,Williston Basin International,Williston,ND,623.31,764.88," 6,630 ",,,,,,,,,,,
212,LNK,Lincoln Airport,Lincoln,NE,481.37,590.71," 6,629 ",,,,,,,,,,,
213,USA,Concord Padgett Regional,Concord,NC,125.64,154.17," 6,582 ",,,,,,,,,,,
214,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,321.14,394.07," 6,432 ",,,,,,,,,,,
215,MBS,MBS International,Saginaw/Bay City/Midland,MI,532.78,653.79," 6,283 ",,,,,,,,,,,
216,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,260.94,320.21," 6,189 ",,,,,,,,,,,
217,MLU,Monroe Regional,Monroe,LA,502.01,616.03," 6,137 ",,,,,,,,,,,
218,GRK,Robert Gray AAF,Killeen,TX,416.93,511.62," 5,882 ",,,,,,,,,,,
219,LBE,Arnold Palmer Regional,Latrobe,PA,135.30,166.03," 5,672 ",,,,,,,,,,,
220,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,465.05,570.68," 5,637 ",,,,,,,,,,,
221,HLN,Helena Regional,Helena,MT,491.35,602.96," 5,609 ",,,,,,,,,,,
222,ABI,Abilene Regional,Abilene,TX,525.68,645.07," 5,572 ",,,,,,,,,,,
223,ELM,Elmira/Corning Regional,Elmira/Corning,NY,407.52,500.08," 5,534 ",,,,,,,,,,,
224,CPR,Casper/Natrona County International,Casper,WY,553.19,678.84," 5,500 ",,,,,,,,,,,
225,BET,Bethel Airport,Bethel,AK,365.03,447.94," 5,442 ",,,,,,,,,,,
226,ACK,Nantucket Memorial,Nantucket,MA,386.85,474.72," 5,436 ",,,,,,,,,,,
227,LCH,Lake Charles Regional,Lake Charles,LA,539.08,661.52," 5,431 ",,,,,,,,,,,
228,GFK,Grand Forks International,Grand Forks,ND,452.32,555.06," 5,419 ",,,,,,,,,,,
229,KTN,Ketchikan International,Ketchikan,AK,472.61,579.95," 5,377 ",,,,,,,,,,,
230,CWA,Central Wisconsin,Mosinee,WI,487.54,598.28," 5,375 ",,,,,,,,,,,
230,COU,Columbia Regional,Columbia,MO,437.33,536.66," 5,375 ",,,,,,,,,,,
232,RDD,Redding Regional,Redding,CA,502.48,616.61," 5,149 ",,,,,,,,,,,
233,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,423.87,520.14," 5,024 ",,,,,,,,,,,
234,AEX,Alexandria International,Alexandria,LA,510.56,626.53," 5,014 ",,,,,,,,,,,
235,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,461.65,566.50," 4,980 ",,,,,,,,,,,
236,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,523.62,642.54," 4,941 ",,,,,,,,,,,
237,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,535.63,657.29," 4,889 ",,,,,,,,,,,
238,CMI,University of Illinois/Willard,Champaign/Urbana,IL,545.59,669.51," 4,867 ",,,,,,,,,,,
239,RST,Rochester International,Rochester,MN,394.93,484.63," 4,832 ",,,,,,,,,,,
240,GUM,Guam International,Guam,TT,1170.64,1436.52," 4,466 ",,,,,,,,,,,
241,TOL,Eugene F Kranz Toledo Express,Toledo,OH,279.77,343.31," 4,355 ",,,,,,,,,,,
242,IAG,Niagara Falls International,Niagara Falls,NY,190.36,233.59," 4,190 ",,,,,,,,,,,
243,YUM,Yuma MCAS/Yuma International,Yuma,AZ,456.05,559.63," 4,071 ",,,,,,,,,,,
244,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,472.10,579.32," 3,955 ",,,,,,,,,,,
245,SCK,Stockton Metro,Stockton,CA,155.79,191.18," 3,948 ",,,,,,,,,,,
246,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,489.80,601.05," 3,911 ",,,,,,,,,,,
247,GRI,Central Nebraska Regional,Grand Island,NE,308.04,378.01," 3,849 ",,,,,,,,,,,
248,PSM,Portsmouth International at Pease,Portsmouth,NH,225.89,277.19," 3,847 ",,,,,,,,,,,
249,SIT,Sitka Rocky Gutierrez,Sitka,AK,443.81,544.62," 3,745 ",,,,,,,,,,,
250,CLL,Easterwood Field,College Station/Bryan,TX,484.61,594.68," 3,669 ",,,,,,,,,,,
251,PUW,Pullman Moscow Regional,Pullman,WA,392.30,481.40," 3,643 ",,,,,,,,,,,
252,HHH,Hilton Head Airport,Hilton Head,SC,454.29,557.48," 3,578 ",,,,,,,,,,,
253,FLG,Flagstaff Pulliam,Flagstaff,AZ,416.99,511.70," 3,507 ",,,,,,,,,,,
254,ADQ,Kodiak Airport,Kodiak,AK,498.56,611.79," 3,500 ",,,,,,,,,,,
255,SPI,Abraham Lincoln Capital,Springfield,IL,403.96,495.71," 3,455 ",,,,,,,,,,,
256,LWS,Lewiston Nez Perce County,Lewiston,ID,551.82,677.15," 3,448 ",,,,,,,,,,,
257,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,461.49,566.31," 3,343 ",,,,,,,,,,,
258,TYR,Tyler Pounds Regional,Tyler,TX,467.92,574.19," 3,286 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,561.91,689.53," 3,244 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,373.86,458.77," 3,230 ",,,,,,,,,,,
