Quarter,Airport Code,City,State,Average Fare ($),Adj Average Fare ($),Passengers (2024 Benchmark)
Q2_2020,MGW,Morgantown,WV,273.0,335.42,201.0
Q2_2020,PKB,Parkersburg,WV,361.0,443.54,174.0
Q2_2020,CPR,Casper,WY,434.48,533.81,5500.0
Q2_2020,CYS,Cheyenne,WY,177.0,217.47,1741.0
Q2_2020,COD,Cody,WY,404.89,497.47,1631.0
Q2_2020,GCC,Gillette,WY,378.98,465.63,1653.0
Q2_2020,JAC,Jackson,WY,433.23,532.29,16840.0
Q2_2020,LAR,Laramie,WY,380.64,467.67,961.0
Q2_2020,RIW,Riverton/Lander,WY,476.35,585.27,1179.0
Q2_2020,RKS,Rock Springs,WY,464.73,570.99,1198.0
Q2_2020,SHR,Sheridan,WY,424.18,521.17,1488.0
Q3_2020,ADK,Adak Island,AK,967.29,1175.15,57.0
Q3_2020,ANC,Anchorage,AK,372.16,452.14,113291.0
Q3_2020,BRW,Barrow,AK,433.22,526.32,1914.0
Q3_2020,BET,Bethel,AK,354.35,430.5,5442.0
Q3_2020,CDB,Cold Bay,AK,691.95,840.65,5.0
Q3_2020,CDV,Cordova,AK,437.48,531.49,811.0
Q3_2020,SCC,Deadhorse,AK,458.82,557.42,1933.0
Q3_2020,DLG,Dillingham,AK,448.77,545.21,1385.0
Q3_2020,FAI,Fairbanks,AK,367.72,446.75,27618.0
Q3_2020,GST,Gustavus,AK,206.54,250.92,162.0
Q3_2020,JNU,Juneau,AK,349.41,424.5,14056.0
Q3_2020,KTN,Ketchikan,AK,397.28,482.65,5377.0
Q3_2020,AKN,King Salmon,AK,516.61,627.62,959.0
Q3_2020,ADQ,Kodiak,AK,453.18,550.56,3500.0
Q3_2020,OTZ,Kotzebue,AK,459.71,558.5,2107.0
Q3_2020,OME,Nome,AK,501.13,608.82,2311.0
Q3_2020,PSG,Petersburg,AK,419.0,509.04,1000.0
Q3_2020,SIT,Sitka,AK,381.07,462.96,3745.0
Q3_2020,VDZ,Valdez,AK,441.0,535.77,12.0
Q3_2020,WRG,Wrangell,AK,401.96,488.33,631.0
Q3_2020,YAK,Yakutat,AK,414.93,504.09,370.0
Q3_2020,BHM,Birmingham,AL,276.34,335.72,87795.0
Q3_2020,DHN,Dothan,AL,444.55,540.08,1974.0
Q3_2020,HSV,Huntsville,AL,352.58,428.35,44464.0
Q3_2020,MOB,Mobile,AL,315.07,382.78,15611.0
Q3_2020,MGM,Montgomery,AL,339.87,412.9,10260.0
Q3_2020,MSL,Muscle Shoals,AL,329.83,400.71,91.0
Q3_2020,ELD,El Dorado,AR,207.0,251.48,24.0
Q3_2020,XNA,Fayetteville,AR,296.19,359.84,60392.0
Q3_2020,FSM,Fort Smith,AR,365.15,443.62,3187.0
Q3_2020,HRO,Harrison,AR,410.0,498.11,30.0
Q3_2020,HOT,Hot Springs,AR,526.5,639.64,39.0
Q3_2020,LIT,Little Rock,AR,264.63,321.49,63818.0
Q3_2020,TXK,Texarkana,AR,362.72,440.67,2325.0
Q3_2020,FLG,Flagstaff,AZ,295.83,359.4,3507.0
Q3_2020,PGA,Page,AZ,443.33,538.6,143.0
Q3_2020,PHX,Phoenix,AZ,244.91,297.54,825399.0
Q3_2020,AZA,Phoenix,AZ,111.97,136.03,40330.0
Q3_2020,PRC,Prescott,AZ,390.07,473.9,525.0
Q3_2020,SOW,Show Low,AZ,389.4,473.08,62.0
Q3_2020,TUS,Tucson,AZ,267.71,325.24,102184.0
Q3_2020,YUM,Yuma,AZ,367.92,446.99,4071.0
Q3_2020,ACV,Arcata/Eureka,CA,409.33,497.29,7528.0
Q3_2020,BFL,Bakersfield,CA,344.23,418.2,11994.0
Q3_2020,BUR,Burbank,CA,219.57,266.75,183243.0
Q3_2020,IPL,El Centro,CA,227.33,276.19,141.0
Q3_2020,FAT,Fresno,CA,301.39,366.16,65689.0
Q3_2020,LGB,Long Beach,CA,201.42,244.7,102848.0
Q3_2020,LAX,Los Angeles,CA,250.19,303.95,1284083.0
Q3_2020,MCE,Merced,CA,203.0,246.62,
Q3_2020,MRY,Monterey,CA,312.36,379.48,14130.0
Q3_2020,OAK,Oakland,CA,202.82,246.41,268902.0
Q3_2020,ONT,Ontario,CA,259.18,314.88,198746.0
Q3_2020,PSP,Palm Springs,CA,315.54,383.35,52513.0
Q3_2020,RDD,Redding,CA,402.24,488.68,5149.0
Q3_2020,SMF,Sacramento,CA,251.34,305.36,367629.0
Q3_2020,SAN,San Diego,CA,249.87,303.56,596023.0
Q3_2020,SFO,San Francisco,CA,287.45,349.22,844286.0
Q3_2020,SJC,San Jose,CA,222.66,270.51,305263.0
Q3_2020,SBP,San Luis Obispo,CA,333.41,405.05,19797.0
Q3_2020,SNA,Santa Ana,CA,271.18,329.45,254126.0
Q3_2020,SBA,Santa Barbara,CA,320.17,388.98,36080.0
Q3_2020,SMX,Santa Maria,CA,89.38,108.59,739.0
Q3_2020,STS,Santa Rosa,CA,291.72,354.4,21711.0
Q3_2020,SCK,Stockton,CA,119.11,144.7,3948.0
Q3_2020,ALS,Alamosa,CO,343.32,417.09,295.0
Q3_2020,ASE,Aspen,CO,450.84,547.72,11153.0
Q3_2020,COS,Colorado Springs,CO,288.35,350.31,67750.0
Q3_2020,CEZ,Cortez,CO,374.52,455.0,98.0
Q3_2020,DEN,Denver,CO,214.75,260.9,1023630.0
Q3_2020,DRO,Durango,CO,389.9,473.68,11912.0
Q3_2020,EGE,Eagle,CO,439.44,533.87,7923.0
Q3_2020,GJT,Grand Junction,CO,330.23,401.2,13880.0
Q3_2020,GUC,Gunnison,CO,387.96,471.33,1725.0
Q3_2020,HDN,Hayden,CO,346.63,421.12,6709.0
Q3_2020,MTJ,Montrose/Delta,CO,374.75,455.28,10218.0
Q3_2020,PUB,Pueblo,CO,345.26,419.45,86.0
Q3_2020,TEX,Telluride,CO,511.47,621.38,162.0
Q3_2020,BDL,Hartford,CT,252.96,307.32,210677.0
Q3_2020,HVN,New Haven,CT,245.16,297.85,45855.0
Q3_2020,IAD,Washington-Dulles,DC,301.95,366.84,316263.0
Q3_2020,DCA,Washington-Reagan National,DC,255.74,310.7,547638.0
Q3_2020,DAB,Daytona Beach,FL,291.89,354.61,16860.0
Q3_2020,FLL,Fort Lauderdale,FL,185.73,225.64,585196.0
Q3_2020,RSW,Fort Myers,FL,231.04,280.69,215751.0
Q3_2020,GNV,Gainesville,FL,307.9,374.07,16639.0
Q3_2020,JAX,Jacksonville,FL,256.61,311.75,190561.0
Q3_2020,EYW,Key West,FL,304.95,370.48,16616.0
Q3_2020,MLB,Melbourne,FL,305.49,371.14,12470.0
Q3_2020,MIA,Miami,FL,214.84,261.01,478084.0
Q3_2020,MCO,Orlando,FL,191.86,233.09,845562.0
Q3_2020,ECP,Panama City,FL,244.35,296.85,33188.0
Q3_2020,PNS,Pensacola,FL,257.6,312.96,72946.0
Q3_2020,PGD,Punta Gorda,FL,100.39,121.96,37063.0
Q3_2020,SFB,Sanford,FL,96.48,117.21,48131.0
Q3_2020,SRQ,Sarasota/Bradenton,FL,247.89,301.16,86365.0
Q3_2020,PIE,St. Petersburg,FL,97.97,119.03,48668.0
Q3_2020,TLH,Tallahassee,FL,330.75,401.83,25686.0
Q3_2020,TPA,Tampa,FL,230.78,280.37,534514.0
Q3_2020,VPS,Valparaiso,FL,249.98,303.7,38296.0
Q3_2020,PBI,West Palm Beach/Palm Beach,FL,257.24,312.52,207211.0
Q3_2020,ABY,Albany,GA,331.06,402.21,1697.0
Q3_2020,ATL,Atlanta,GA,250.26,304.04,1012618.0
Q3_2020,AGS,Augusta,GA,298.02,362.06,17458.0
Q3_2020,BQK,Brunswick,GA,359.91,437.26,1856.0
Q3_2020,CSG,Columbus,GA,352.44,428.17,3020.0
Q3_2020,MCN,Macon,GA,273.0,331.67,2.0
Q3_2020,SAV,Savannah,GA,288.97,351.07,85268.0
Q3_2020,VLD,Valdosta,GA,391.9,476.11,2803.0
Q3_2020,ITO,Hilo,HI,143.48,174.31,37948.0
Q3_2020,HNL,Honolulu,HI,267.52,325.01,355128.0
Q3_2020,MKK,Hoolehua,HI,200.29,243.34,39.0
Q3_2020,OGG,Kahului,HI,201.3,244.56,112368.0
Q3_2020,KOA,Kona,HI,212.67,258.38,75880.0
Q3_2020,LNY,Lanai,HI,220.23,267.56,16.0
Q3_2020,LIH,Lihue,HI,180.44,219.22,66233.0
Q3_2020,CID,Cedar Rapids/Iowa City,IA,253.36,307.8,46040.0
Q3_2020,DSM,Des Moines,IA,233.85,284.11,91115.0
Q3_2020,DBQ,Dubuque,IA,261.36,317.52,388.0
Q3_2020,SUX,Sioux City,IA,330.81,401.9,1055.0
Q3_2020,ALO,Waterloo,IA,257.14,312.4,493.0
Q3_2020,BOI,Boise,ID,252.49,306.74,135151.0
Q3_2020,IDA,Idaho Falls,ID,327.29,397.62,17151.0
Q3_2020,LWS,Lewiston,ID,333.2,404.8,3448.0
Q3_2020,PIH,Pocatello,ID,391.76,475.95,1386.0
Q3_2020,SUN,Sun Valley/Hailey/Ketchum,ID,421.6,512.19,4889.0
Q3_2020,TWF,Twin Falls,ID,377.67,458.82,1848.0
Q3_2020,BLV,Belleville,IL,97.71,118.71,11114.0
Q3_2020,BMI,Bloomington/Normal,IL,228.59,277.72,9540.0
Q3_2020,CMI,Champaign/Urbana,IL,358.76,435.85,4867.0
Q3_2020,MDW,Chicago-Midway,IL,185.29,225.1,349329.0
Q3_2020,ORD,Chicago-O'Hare,IL,209.33,254.32,1089038.0
Q3_2020,DEC,Decatur,IL,303.68,368.93,596.0
Q3_2020,MWA,Marion/Herrin,IL,361.31,438.95,227.0
Q3_2020,MLI,Moline,IL,264.32,321.12,20094.0
Q3_2020,PIA,Peoria,IL,210.35,255.56,22607.0
Q3_2020,UIN,Quincy,IL,273.35,332.1,105.0
Q3_2020,RFD,Rockford,IL,103.92,126.25,9435.0
Q3_2020,SPI,Springfield,IL,244.88,297.51,3455.0
Q3_2020,EVV,Evansville,IN,286.72,348.33,10601.0
Q3_2020,FWA,Fort Wayne,IN,249.5,303.12,26685.0
Q3_2020,IND,Indianapolis,IN,240.43,292.1,289135.0
Q3_2020,SBN,South Bend,IN,240.54,292.23,27926.0
Q3_2020,DDC,Dodge City,KS,347.08,421.66,384.0
Q3_2020,GCK,Garden City,KS,304.53,369.97,1613.0
Q3_2020,HYS,Hays,KS,391.84,476.04,735.0
Q3_2020,LBL,Liberal,KS,377.58,458.71,386.0
Q3_2020,MHK,Manhattan/Ft. Riley,KS,376.11,456.93,4941.0
Q3_2020,SLN,Salina,KS,337.22,409.69,764.0
Q3_2020,ICT,Wichita,KS,253.86,308.41,50450.0
Q3_2020,LEX,Lexington,KY,277.53,337.17,42439.0
Q3_2020,SDF,Louisville,KY,248.82,302.29,122639.0
Q3_2020,OWB,Owensboro,KY,122.27,148.54,129.0
Q3_2020,PAH,Paducah,KY,389.17,472.8,376.0
Q3_2020,AEX,Alexandria,LA,349.75,424.9,5014.0
Q3_2020,BTR,Baton Rouge,LA,312.05,379.11,22788.0
Q3_2020,LFT,Lafayette,LA,340.0,413.06,14541.0
Q3_2020,LCH,Lake Charles,LA,344.43,418.45,5431.0
Q3_2020,MLU,Monroe,LA,339.62,412.6,6137.0
Q3_2020,MSY,New Orleans,LA,219.35,266.48,268725.0
Q3_2020,SHV,Shreveport,LA,312.04,379.09,19446.0
Q3_2020,BOS,Boston,MA,233.59,283.78,986868.0
Q3_2020,HYA,Hyannis,MA,180.45,219.23,950.0
Q3_2020,MVY,Martha's Vineyard,MA,255.51,310.42,3230.0
Q3_2020,ACK,Nantucket,MA,280.17,340.38,5436.0
Q3_2020,PVC,Provincetown,MA,330.46,401.48,94.0
Q3_2020,ORH,Worcester,MA,251.82,305.94,9491.0
Q3_2020,BWI,Baltimore,MD,220.46,267.84,489183.0
Q3_2020,HGR,Hagerstown,MD,89.98,109.31,2783.0
Q3_2020,SBY,Salisbury,MD,314.19,381.71,3343.0
Q3_2020,AUG,Augusta/Waterville,ME,286.7,348.31,161.0
Q3_2020,BGR,Bangor,ME,281.58,342.09,19034.0
Q3_2020,BHB,Bar Harbor,ME,239.5,290.97,193.0
Q3_2020,PWM,Portland,ME,252.59,306.87,65280.0
Q3_2020,PQI,Presque Isle/Houlton,ME,344.19,418.16,1349.0
Q3_2020,RKD,Rockland,ME,358.75,435.84,152.0
Q3_2020,APN,Alpena,MI,346.61,421.1,707.0
Q3_2020,DTW,Detroit,MI,253.57,308.06,572843.0
Q3_2020,ESC,Escanaba,MI,342.07,415.57,951.0
Q3_2020,FNT,Flint,MI,202.53,246.05,19789.0
Q3_2020,GRR,Grand Rapids,MI,247.9,301.17,122792.0
Q3_2020,CMX,Hancock/Houghton,MI,325.01,394.85,1092.0
Q3_2020,IMT,Iron Mountain/Kingsfd,MI,342.78,416.44,1197.0
Q3_2020,IWD,Ironwood,MI,278.0,337.74,148.0
Q3_2020,AZO,Kalamazoo,MI,290.74,353.22,5637.0
Q3_2020,LAN,Lansing,MI,272.79,331.41,6720.0
Q3_2020,MQT,Marquette,MI,302.68,367.72,2316.0
Q3_2020,MKG,Muskegon,MI,318.24,386.63,107.0
Q3_2020,PLN,Pellston,MI,386.91,470.05,1430.0
Q3_2020,MBS,Saginaw/Bay City/Midland,MI,369.92,449.41,6283.0
Q3_2020,CIU,Sault Ste. Marie,MI,388.12,471.53,1670.0
Q3_2020,TVC,Traverse City,MI,312.44,379.59,19320.0
Q3_2020,BJI,Bemidji,MN,385.56,468.41,1737.0
Q3_2020,BRD,Brainerd,MN,358.27,435.26,964.0
Q3_2020,DLH,Duluth,MN,306.71,372.61,7375.0
Q3_2020,HIB,Hibbing,MN,371.73,451.61,660.0
Q3_2020,INL,International Falls,MN,342.23,415.78,580.0
Q3_2020,MKT,Mankato,MN,162.0,196.81,
Q3_2020,MSP,Minneapolis,MN,239.39,290.83,657943.0
Q3_2020,RST,Rochester,MN,257.25,312.53,4832.0
Q3_2020,STC,St. Cloud,MN,96.37,117.08,1726.0
Q3_2020,TVF,Thief River Falls,MN,359.4,436.63,96.0
Q3_2020,BKG,Branson,MO,97.91,118.95,105.0
Q3_2020,CGI,Cape Girardeau,MO,328.38,398.95,155.0
Q3_2020,COU,Columbia,MO,292.03,354.79,5375.0
Q3_2020,TBN,Fort Leonard Wood,MO,310.18,376.84,177.0
Q3_2020,JLN,Joplin,MO,314.88,382.54,681.0
Q3_2020,MCI,Kansas City,MO,246.47,299.44,297424.0
Q3_2020,IRK,Kirksville,MO,382.45,464.64,133.0
Q3_2020,SGF,Springfield,MO,274.4,333.36,37755.0
Q3_2020,STL,St. Louis,MO,242.9,295.1,317689.0
Q3_2020,GTR,Columbus,MS,376.89,457.88,2412.0
Q3_2020,GLH,Greenville,MS,240.8,292.55,61.0
Q3_2020,GPT,Gulfport/Biloxi,MS,295.3,358.76,16550.0
Q3_2020,PIB,Hattiesburg/Laurel,MS,357.57,434.41,484.0
Q3_2020,JAN,Jackson/Vicksburg,MS,368.41,447.58,35868.0
Q3_2020,MEI,Meridian,MS,376.49,457.4,844.0
Q3_2020,TUP,Tupelo,MS,346.64,421.13,126.0
Q3_2020,BIL,Billings,MT,302.98,368.09,25278.0
Q3_2020,BZN,Bozeman,MT,300.06,364.54,56214.0
Q3_2020,BTM,Butte,MT,386.71,469.81,907.0
Q3_2020,GGW,Glasgow,MT,266.0,323.16,12.0
Q3_2020,GDV,Glendive,MT,177.0,215.04,29.0
Q3_2020,GTF,Great Falls,MT,340.46,413.62,10663.0
Q3_2020,HVR,Havre,MT,434.0,527.26,14.0
Q3_2020,HLN,Helena,MT,338.77,411.56,5609.0
Q3_2020,FCA,Kalispell,MT,302.22,367.17,21498.0
Q3_2020,MSO,Missoula,MT,285.97,347.42,25558.0
Q3_2020,SDY,Sidney,MT,450.33,547.11,67.0
Q3_2020,WYS,West Yellowstone,MT,313.08,380.35,259.0
Q3_2020,OLF,Wolf Point,MT,408.5,496.28,19.0
Q3_2020,AVL,Asheville,NC,233.16,283.26,52773.0
Q3_2020,CLT,Charlotte,NC,279.57,339.64,446301.0
Q3_2020,USA,Concord,NC,95.64,116.19,6582.0
Q3_2020,FAY,Fayetteville,NC,317.54,385.78,10527.0
Q3_2020,GSO,Greensboro/High Point,NC,288.95,351.04,52146.0
Q3_2020,PGV,Greenville,NC,299.75,364.17,2490.0
Q3_2020,OAJ,Jacksonville/Camp Lejeune,NC,310.4,377.11,8903.0
Q3_2020,EWN,New Bern/Morehead/Beaufort,NC,344.48,418.5,5024.0
Q3_2020,RDU,Raleigh/Durham,NC,246.81,299.85,403082.0
Q3_2020,ILM,Wilmington,NC,305.98,371.73,38008.0
Q3_2020,BIS,Bismarck/Mandan,ND,297.91,361.93,17904.0
Q3_2020,DVL,Devils Lake,ND,405.74,492.93,390.0
Q3_2020,DIK,Dickinson,ND,433.57,526.74,1442.0
Q3_2020,FAR,Fargo,ND,292.42,355.26,32694.0
Q3_2020,GFK,Grand Forks,ND,391.02,475.05,5419.0
Q3_2020,JMS,Jamestown,ND,388.37,471.82,407.0
Q3_2020,MOT,Minot,ND,354.89,431.16,10415.0
Q3_2020,XWA,Williston,ND,442.41,537.48,6630.0
Q3_2020,AIA,Alliance,NE,411.25,499.62,92.0
Q3_2020,CDR,Chadron,NE,277.88,337.59,29.0
Q3_2020,GRI,Grand Island,NE,201.61,244.93,3849.0
Q3_2020,EAR,Kearney,NE,386.63,469.72,618.0
Q3_2020,LNK,Lincoln,NE,327.55,397.93,6629.0
Q3_2020,MCK,McCook,NE,291.75,354.44,67.0
Q3_2020,LBF,North Platte,NE,392.72,477.11,919.0
Q3_2020,OMA,Omaha,NE,245.3,298.01,143403.0
Q3_2020,BFF,Scottsbluff,NE,361.39,439.05,635.0
Q3_2020,LEB,Lebanon-Hanover,NH,338.43,411.15,231.0
Q3_2020,MHT,Manchester,NH,254.99,309.79,37031.0
Q3_2020,PSM,Portsmouth,NH,98.92,120.18,3847.0
Q3_2020,ACY,Atlantic City,NJ,82.82,100.62,28530.0
Q3_2020,EWR,Newark,NJ,215.01,261.22,940299.0
Q3_2020,TTN,Trenton,NJ,105.24,127.85,16828.0
Q3_2020,ABQ,Albuquerque,NM,239.08,290.45,133295.0
Q3_2020,CNM,Carlsbad,NM,393.0,477.45,
Q3_2020,CVN,Clovis,NM,561.0,681.55,247.0
Q3_2020,HOB,Hobbs,NM,407.02,494.49,1481.0
Q3_2020,ROW,Roswell,NM,380.82,462.65,2702.0
Q3_2020,SAF,Santa Fe,NM,311.9,378.93,7660.0
Q3_2020,EKO,Elko,NV,458.68,557.24,773.0
Q3_2020,LAS,Las Vegas,NV,186.01,225.98,675568.0
Q3_2020,RNO,Reno,NV,256.04,311.06,109805.0
Q3_2020,ALB,Albany,NY,253.3,307.73,88845.0
Q3_2020,BGM,Binghamton,NY,316.89,384.99,1769.0
Q3_2020,BUF,Buffalo,NY,239.03,290.39,146872.0
Q3_2020,ELM,Elmira/Corning,NY,336.74,409.1,5534.0
Q3_2020,ISP,Islip,NY,202.3,245.78,42627.0
Q3_2020,ITH,Ithaca/Cortland,NY,266.45,323.71,3911.0
Q3_2020,MSS,Massena,NY,266.22,323.43,52.0
Q3_2020,JFK,New York-JFK,NY,281.08,341.48,750626.0
Q3_2020,LGA,New York-La Guardia,NY,211.44,256.87,795129.0
Q3_2020,SWF,Newburgh/Poughkeepsie,NY,150.73,183.12,6432.0
Q3_2020,IAG,Niagara Falls,NY,89.05,108.18,4190.0
Q3_2020,OGS,Ogdensburg,NY,342.87,416.55,204.0
Q3_2020,PBG,Plattsburgh,NY,272.3,330.82,6860.0
Q3_2020,ROC,Rochester,NY,250.61,304.47,81114.0
Q3_2020,SLK,Saranac Lake/Lake Placid,NY,408.33,496.08,86.0
Q3_2020,SYR,Syracuse,NY,270.38,328.49,94536.0
Q3_2020,ART,Watertown,NY,278.74,338.64,1484.0
Q3_2020,HPN,White Plains,NY,256.51,311.63,85416.0
Q3_2020,CAK,Akron,OH,275.55,334.76,25340.0
Q3_2020,CVG,Cincinnati,OH,219.98,267.25,254552.0
Q3_2020,CLE,Cleveland,OH,211.19,256.58,275340.0
Q3_2020,CMH,Columbus,OH,245.53,298.29,244751.0
Q3_2020,LCK,Columbus,OH,99.57,120.97,10393.0
Q3_2020,DAY,Dayton,OH,278.96,338.9,35189.0
Q3_2020,TOL,Toledo,OH,200.99,244.19,4355.0
Q3_2020,LAW,Lawton/Fort Sill,OK,329.57,400.39,2405.0
Q3_2020,OKC,Oklahoma City,OK,262.3,318.67,121164.0
Q3_2020,SWO,Stillwater,OK,305.69,371.38,2029.0
Q3_2020,TUL,Tulsa,OK,253.16,307.56,88037.0
Q3_2020,RDM,Bend/Redmond,OR,286.49,348.05,33127.0
Q3_2020,EUG,Eugene,OR,286.44,348.0,48046.0
Q3_2020,MFR,Medford,OR,292.93,355.88,28387.0
Q3_2020,OTH,North Bend/Coos Bay,OR,379.47,461.01,780.0
Q3_2020,PDT,Pendleton,OR,455.75,553.69,17.0
Q3_2020,PDX,Portland,OR,257.35,312.65,441785.0
Q3_2020,ABE,Allentown/Bethlehem/Easton,PA,210.42,255.64,29795.0
Q3_2020,AOO,Altoona,PA,367.13,446.02,134.0
Q3_2020,BFD,Bradford,PA,336.5,408.81,62.0
Q3_2020,DUJ,DuBois,PA,381.57,463.57,140.0
Q3_2020,ERI,Erie,PA,279.45,339.51,2916.0
Q3_2020,MDT,Harrisburg,PA,278.95,338.89,42667.0
Q3_2020,JST,Johnstown,PA,291.7,354.38,813.0
Q3_2020,LNS,Lancaster,PA,361.0,438.58,320.0
Q3_2020,LBE,Latrobe,PA,87.02,105.72,5672.0
Q3_2020,PHL,Philadelphia,PA,218.63,265.61,618958.0
Q3_2020,PIT,Pittsburgh,PA,239.16,290.55,273272.0
Q3_2020,AVP,Scranton/Wilkes-Barre,PA,322.56,391.88,14115.0
Q3_2020,SCE,State College,PA,290.87,353.37,7557.0
Q3_2020,IPT,Williamsport,PA,318.48,386.92,39.0
Q3_2020,BQN,Aguadilla,PR,264.0,320.73,20736.0
Q3_2020,CPX,Culebra,PR,200.5,243.59,15.0
Q3_2020,MAZ,Mayaguez,PR,208.91,253.8,57.0
Q3_2020,SJU,San Juan,PR,177.15,215.22,262979.0
Q3_2020,VQS,Vieques,PR,740.0,899.02,59.0
Q3_2020,PVD,Providence,RI,227.61,276.52,123931.0
Q3_2020,CHS,Charleston,SC,253.71,308.23,144183.0
Q3_2020,CAE,Columbia,SC,300.84,365.49,35315.0
Q3_2020,FLO,Florence,SC,308.66,374.99,1496.0
Q3_2020,GSP,Greer,SC,273.45,332.21,74606.0
Q3_2020,HHH,Hilton Head,SC,294.99,358.39,3578.0
Q3_2020,MYR,Myrtle Beach,SC,193.72,235.34,67308.0
Q3_2020,ABR,Aberdeen,SD,357.74,434.62,1417.0
Q3_2020,PIR,Pierre,SD,358.32,435.32,507.0
Q3_2020,RAP,Rapid City,SD,316.29,384.26,20028.0
Q3_2020,FSD,Sioux Falls,SD,276.3,335.68,40697.0
Q3_2020,ATY,Watertown,SD,362.38,440.26,281.0
Q3_2020,TRI,Bristol/Johnson City/Kingsport,TN,339.14,412.02,12639.0
Q3_2020,CHA,Chattanooga,TN,301.81,366.66,31471.0
Q3_2020,TYS,Knoxville,TN,272.92,331.57,80983.0
Q3_2020,MEM,Memphis,TN,251.96,306.1,133439.0
Q3_2020,BNA,Nashville,TN,225.26,273.66,441195.0
Q3_2020,GUM,Guam,TT,1360.04,1652.3,4466.0
Q3_2020,SPN,Saipan,TT,768.1,933.16,1357.0
Q3_2020,ABI,Abilene,TX,355.1,431.41,5572.0
Q3_2020,AMA,Amarillo,TX,272.33,330.85,21618.0
Q3_2020,AUS,Austin,TX,244.87,297.49,472888.0
Q3_2020,BPT,Beaumont/Port Arthur,TX,344.01,417.94,2120.0
Q3_2020,BRO,Brownsville,TX,276.73,336.19,12172.0
Q3_2020,CLL,College Station/Bryan,TX,283.78,344.76,3669.0
Q3_2020,CRP,Corpus Christi,TX,293.11,356.1,19530.0
Q3_2020,DFW,Dallas-DFW,TX,263.12,319.66,894683.0
Q3_2020,DAL,Dallas-Love Field,TX,215.22,261.46,289935.0
Q3_2020,DRT,Del Rio,TX,296.7,360.46,
Q3_2020,ELP,El Paso,TX,259.29,315.01,120309.0
Q3_2020,HRL,Harlingen/San Benito,TX,227.84,276.8,29191.0
Q3_2020,HOU,Houston-Hobby,TX,226.47,275.13,229047.0
Q3_2020,IAH,Houston-Intercontinental,TX,266.48,323.75,627878.0
Q3_2020,GRK,Killeen,TX,295.76,359.31,5882.0
Q3_2020,LRD,Laredo,TX,310.88,377.69,9858.0
Q3_2020,GGG,Longview,TX,328.06,398.55,2190.0
Q3_2020,LBB,Lubbock,TX,264.34,321.15,30395.0
Q3_2020,MAF,Midland/Odessa,TX,278.03,337.77,41759.0
Q3_2020,MFE,Mission/McAllen/Edinburg,TX,278.55,338.41,39274.0
Q3_2020,SJT,San Angelo,TX,368.54,447.74,2754.0
Q3_2020,SAT,San Antonio,TX,260.73,316.76,261417.0
Q3_2020,TYR,Tyler,TX,357.17,433.92,3286.0
Q3_2020,VCT,Victoria,TX,360.85,438.39,783.0
Q3_2020,ACT,Waco,TX,350.1,425.34,3244.0
Q3_2020,SPS,Wichita Falls,TX,344.9,419.02,1907.0
Q3_2020,CDC,Cedar City,UT,290.06,352.39,732.0
Q3_2020,CNY,Moab,UT,295.53,359.04,241.0
Q3_2020,OGD,Ogden,UT,74.44,90.44,1155.0
Q3_2020,PVU,Provo,UT,94.21,114.46,27400.0
Q3_2020,SLC,Salt Lake City,UT,288.44,350.42,434499.0
Q3_2020,SGU,St. George,UT,278.91,338.85,7927.0
Q3_2020,VEL,Vernal,UT,368.05,447.14,303.0
Q3_2020,CHO,Charlottesville,VA,297.16,361.01,20466.0
Q3_2020,LYH,Lynchburg,VA,306.04,371.81,4980.0
Q3_2020,PHF,Newport News/Williamsburg,VA,312.03,379.08,3955.0
Q3_2020,ORF,Norfolk,VA,282.33,343.0,135070.0
Q3_2020,RIC,Richmond,VA,261.06,317.16,145166.0
Q3_2020,ROA,Roanoke,VA,308.55,374.85,21008.0
Q3_2020,SHD,Staunton,VA,387.02,470.18,349.0
Q3_2020,STT,Charlotte Amalie,VI,315.28,383.03,23386.0
Q3_2020,STX,Christiansted,VI,375.05,455.64,8986.0
Q3_2020,BTV,Burlington,VT,312.0,379.04,36575.0
Q3_2020,RUT,Rutland,VT,374.8,455.34,124.0
Q3_2020,BLI,Bellingham,WA,196.9,239.21,17664.0
Q3_2020,PAE,Everett,WA,234.26,284.59,19523.0
Q3_2020,PSC,Pasco/Kennewick/Richland,WA,303.62,368.86,27906.0
Q3_2020,PUW,Pullman,WA,326.21,396.31,3643.0
Q3_2020,SEA,Seattle,WA,254.61,309.33,880202.0
Q3_2020,GEG,Spokane,WA,262.53,318.95,112587.0
Q3_2020,ALW,Walla Walla,WA,297.7,361.67,1977.0
Q3_2020,EAT,Wenatchee,WA,289.63,351.87,2587.0
Q3_2020,YKM,Yakima,WA,322.16,391.39,2476.0
Q3_2020,ATW,Appleton,WI,271.82,330.23,35369.0
Q3_2020,EAU,Eau Claire,WI,352.33,428.04,1210.0
Q3_2020,GRB,Green Bay,WI,310.31,376.99,18187.0
Q3_2020,LSE,La Crosse,WI,271.1,329.36,1939.0
Q3_2020,MSN,Madison,WI,277.47,337.1,67201.0
Q3_2020,MKE,Milwaukee,WI,248.23,301.57,179994.0
Q3_2020,CWA,Mosinee,WI,306.89,372.84,5375.0
Q3_2020,RHI,Rhinelander,WI,359.01,436.16,1431.0
Q3_2020,HTS,Ashland,WV,137.5,167.04,6189.0
